,DEPTH,VP,RHOB,AI
10045,2106.168,1755.5273,1.987,3488.2328320312504
10046,2106.3203,1771.7767,1.989,3524.0639227294923
10047,2106.4729,1800.3104,1.993,3588.0186766357424
10048,2106.6252,1801.5065,1.994,3592.2039006347654
10049,2106.7776,1774.8429,1.998,3546.1361052246093
10050,2106.9299,1769.1141,2.0,3538.228271484375
10051,2107.0825,1765.4493,2.009,3546.7877257080077
10052,2107.2349,1772.4586,2.018,3576.8214914550776
10053,2107.3872,1808.0792,2.035,3679.4412200927736
10054,2107.5396,1814.6149,2.044,3709.072790527344
10055,2107.6919,1825.4259,2.055,3751.2502313232426
10056,2107.8445,1823.0177,2.053,3742.6553385009765
10057,2107.9968,1818.202,2.049,3725.495952026367
10058,2108.1492,1817.1366,2.048,3721.49575
10059,2108.3015,1814.5308,2.045,3710.7154077148434
10060,2108.4541,1820.5065,2.046,3724.7562370605465
10061,2108.6064,1817.8649,2.042,3712.0800607910155
10062,2108.7588,1813.3978,2.034,3688.4511804199215
10063,2108.9111,1810.2277,2.031,3676.5723797607425
10064,2109.0635,1796.8204,2.031,3649.342302612305
10065,2109.2161,1790.1753,2.031,3635.8460200195314
10066,2109.3684,1782.442,2.036,3629.051945800781
10067,2109.5208,1778.2098,2.038,3623.9916516113276
10068,2109.6731,1784.1825,2.038,3636.163925048828
10069,2109.8257,1785.5731,2.039,3640.7835919189456
10070,2109.978,1775.8868,2.03,3605.050286865234
10071,2110.1304,1767.0819,2.022,3573.0396203613277
10072,2110.2827,1764.2661,2.019,3562.053282714844
10073,2110.4353,1760.2982,2.017,3550.5215052490234
10074,2110.5876,1760.0991,2.013,3543.0795307617186
10075,2110.74,1767.2052,2.012,3555.6168627929687
10076,2110.8923,1779.2291,2.008,3572.6920849609373
10077,2111.0447,1785.2728,2.006,3581.257291259765
10078,2111.1973,1784.9188,2.001,3571.622565307617
10079,2111.3496,1776.5585,1.999,3551.3403848876956
10080,2111.502,1754.2075,1.99,3490.8729638671875
10081,2111.6543,1740.9894,1.989,3462.827876586914
10082,2111.8069,1747.2302,1.991,3478.7353771972657
10083,2111.9592,1772.5325,2.005,3553.9276037597656
10084,2112.1116,1778.4191,2.006,3567.5086491699217
10085,2112.2639,1775.5457,2.002,3554.642399902343
10086,2112.4165,1771.7144,2.001,3545.2004252929687
10087,2112.5688,1761.6185,1.998,3519.7138234863282
10088,2112.7212,1757.1354,1.997,3508.9993458251956
10089,2112.8735,1752.1788,1.994,3493.844593017578
10090,2113.0259,1751.9469,1.993,3491.6301705322267
10091,2113.1785,1770.6864,2.008,3555.5382939453125
10092,2113.3308,1773.8439,2.01,3565.4261828613276
10093,2113.4832,1788.8265,2.017,3608.0631273193358
10094,2113.6355,1791.2273,2.018,3614.6966811523434
10095,2113.7881,1798.0623,2.023,3637.479943603516
10096,2113.9404,1800.9191,2.025,3646.861111450195
10097,2114.0928,1835.2035,2.02,3707.111052246094
10098,2114.2451,1828.4508,2.013,3680.6714718017574
10099,2114.3977,1754.6991,1.999,3507.6434942626956
10100,2114.55,1749.7823,1.996,3492.5655678710937
10101,2114.7024,1751.9755,1.992,3489.9351240234373
10102,2114.8547,1778.9855,1.991,3541.96007800293
10103,2115.0071,1780.1566,1.991,3544.291822875977
10104,2115.1597,1763.3136,1.984,3498.4141796875
10105,2115.312,1756.4685,1.981,3479.564110107422
10106,2115.4644,1756.0223,1.974,3466.388096923828
10107,2115.6167,1744.1559,1.973,3441.2195587158203
10108,2115.7693,1780.6111,1.978,3522.0487241210935
10109,2115.9216,1791.0775,1.98,3546.333479003906
10110,2116.074,1796.1346,1.983,3561.7349981689454
10111,2116.2263,1796.9952,1.983,3563.4415594482425
10112,2116.3789,1791.8052,1.984,3554.94146875
10113,2116.5312,1790.6093,1.985,3554.35936706543
10114,2116.6836,1814.1686,1.985,3601.1246295166015
10115,2116.8359,1841.0208,1.986,3656.267213378906
10116,2116.9883,1800.13,1.987,3576.8583197021485
10117,2117.1409,1793.8981,1.987,3564.4754676513676
10118,2117.2932,1784.9624,1.987,3546.7202934570314
10119,2117.4456,1778.7754,1.987,3534.4267011718753
10120,2117.5979,1773.3073,1.986,3521.7882004394532
10121,2117.7505,1769.3269,1.986,3513.883231933594
10122,2117.9028,1764.3215,1.985,3502.1782434082033
10123,2118.0552,1764.5917,1.988,3508.0082495117185
10124,2118.2075,1762.5817,1.989,3505.7749317626954
10125,2118.3601,1820.0721,1.991,3623.763637817383
10126,2118.5125,1794.774,1.992,3575.1899033203126
10127,2118.6648,1758.538,1.994,3506.524699951172
10128,2118.8171,1759.6665,1.995,3510.534675292969
10129,2118.9695,1762.5016,1.997,3519.715669067383
10130,2119.1221,1762.5902,1.998,3521.655239501953
10131,2119.2744,1763.8219,2.0,3527.643798828125
10132,2119.4268,1773.4364,2.001,3548.646239135742
10133,2119.5791,1761.94,2.002,3527.4037626953123
10134,2119.7317,1762.8737,2.004,3532.7988090820313
10135,2119.884,1767.0109,2.007,3546.39080456543
10136,2120.0364,1775.8171,2.014,3576.495717285156
10137,2120.1887,1784.9376,2.019,3603.789058959961
10138,2120.3413,1786.2179,2.019,3606.3739310302735
10139,2120.4937,1806.5021,2.017,3643.714685668945
10140,2120.646,1801.8678,2.016,3632.56548046875
10141,2120.7983,1787.0314,2.014,3599.081183349609
10142,2120.9507,1764.3817,2.01,3546.4072448730467
10143,2121.1033,1756.0293,2.009,3527.8628574218747
10144,2121.2556,1750.1226,2.006,3510.745852539062
10145,2121.408,1746.6033,2.004,3500.1929560546873
10146,2121.5603,1750.1178,2.004,3507.236066894531
10147,2121.7129,1751.9358,2.004,3510.8793251953125
10148,2121.8652,1755.4579,2.004,3517.937603027344
10149,2122.0176,1756.0864,2.003,3517.441110839844
10150,2122.1699,1761.3036,2.003,3527.891088500977
10151,2122.3225,1760.2313,2.003,3525.7433404541016
10152,2122.4749,1762.7262,2.007,3537.7914759521486
10153,2122.6272,1762.784,2.008,3539.6703876953125
10154,2122.7795,1771.7222,2.009,3559.3898354492185
10155,2122.9319,1772.9845,2.009,3561.925854614258
10156,2123.0845,1795.8824,2.009,3607.9278345947264
10157,2123.2368,1803.4825,2.007,3619.5894656982423
10158,2123.3892,1801.671,1.992,3588.9286728515626
10159,2123.5415,1797.3004,1.991,3578.4251263427736
10160,2123.6941,1791.1506,1.99,3564.389763183594
10161,2123.8464,1786.6517,1.99,3555.4369494628904
10162,2123.9988,1782.3043,1.994,3553.9148166503905
10163,2124.1511,1773.379,1.994,3536.1177824707033
10164,2124.3037,1771.3727,1.993,3530.3457525634767
10165,2124.4561,1750.4087,1.99,3483.3132958984374
10166,2124.6084,1740.5793,1.989,3462.0123186035157
10167,2124.7607,1726.1737,1.991,3436.811848754883
10168,2124.9131,1719.8556,1.992,3425.9523369140625
10169,2125.0657,1728.5197,2.0,3457.039306640625
10170,2125.218,1735.0143,2.003,3475.233607299805
10171,2125.3704,1748.6007,2.005,3505.944419555664
10172,2125.5227,1754.2346,2.005,3517.240411376953
10173,2125.6753,1762.555,2.006,3535.68543774414
10174,2125.8276,1764.8812,2.006,3540.3517385253904
10175,2125.98,1766.8802,2.013,3556.7299412841794
10176,2126.1323,1765.5367,2.014,3555.7910007324217
10177,2126.2849,1773.8656,2.016,3576.11305078125
10178,2126.4373,1782.4109,2.016,3593.3403515625
10179,2126.5896,1792.9222,2.012,3607.359549316406
10180,2126.7419,1797.2797,2.01,3612.532122802734
10181,2126.8943,1807.195,2.007,3627.0402572021485
10182,2127.0469,1810.425,2.004,3628.0917978515627
10183,2127.1992,1818.0721,1.999,3634.3262149658203
10184,2127.3516,1807.5536,1.996,3607.876963378906
10185,2127.5039,1799.2218,1.998,3594.8451599121095
10186,2127.6565,1782.6735,2.002,3568.9122707519527
10187,2127.8088,1775.4805,2.005,3559.83833984375
10188,2127.9612,1771.083,2.007,3554.5635966796876
10189,2128.1135,1772.07,2.008,3558.3164521484373
10190,2128.2661,1771.8186,2.011,3563.127211669922
10191,2128.4185,1769.2345,2.013,3561.469042602539
10192,2128.5708,1754.9691,2.009,3525.732954467773
10193,2128.7231,1752.4977,2.008,3519.0153427734376
10194,2128.8755,1743.6912,2.004,3494.3570888671875
10195,2129.0281,1744.5055,2.008,3502.9670302734376
10196,2129.1804,1757.8982,2.015,3542.1648596191408
10197,2129.3328,1774.5477,2.018,3581.037318115234
10198,2129.4851,1798.9738,2.024,3641.1228798828124
10199,2129.6377,1801.9933,2.025,3649.036404418945
10200,2129.79,1799.371,2.021,3636.528733764648
10201,2129.9424,1793.5371,2.017,3617.564349609375
10202,2130.0947,1780.3779,2.009,3576.7792607421875
10203,2130.2473,1776.8458,2.007,3566.1295711669923
10204,2130.3997,1792.6859,2.012,3606.884057128906
10205,2130.552,1812.2574,2.02,3660.7600415039065
10206,2130.7043,1820.945,2.024,3685.5925712890626
10207,2130.8567,1806.5464,2.033,3672.708804199219
10208,2131.0093,1804.8917,2.033,3669.3448741455077
10209,2131.1616,1793.2489,2.033,3645.675016479492
10210,2131.314,1788.9098,2.033,3636.853603149414
10211,2131.4663,1782.389,2.032,3621.814525390625
10212,2131.6189,1783.6124,2.032,3624.300451171875
10213,2131.7712,1788.506,2.031,3632.45564831543
10214,2131.9236,1792.3898,2.03,3638.551234130859
10215,2132.0759,1799.087,2.027,3646.749422241211
10216,2132.2285,1802.7299,2.026,3652.330693115234
10217,2132.3809,1806.4054,2.025,3657.97092590332
10218,2132.5332,1806.9149,2.025,3659.0027069091793
10219,2132.6855,1825.1705,2.024,3694.1451572265623
10220,2132.8379,1835.9108,2.023,3714.0474808349613
10221,2132.9905,1857.2625,2.023,3757.2419387207033
10222,2133.1428,1834.2347,2.022,3708.8226467285153
10223,2133.2952,1845.6471,2.024,3735.5897197265626
10224,2133.4475,1836.9915,2.027,3723.5816794433595
10225,2133.6001,1818.4863,2.032,3695.16421875
10226,2133.7524,1809.5106,2.033,3678.735090698242
10227,2133.9048,1810.5205,2.034,3682.5987128906245
10228,2134.0571,1811.2797,2.025,3667.8413177490233
10229,2134.2097,1811.0638,2.02,3658.3489624023437
10230,2134.3621,1810.9042,2.014,3647.16100805664
10231,2134.5144,1809.5404,2.014,3644.4143762207027
10232,2134.6667,1809.5822,2.029,3671.6421890869137
10233,2134.8191,1810.2731,2.037,3687.5262462158203
10234,2134.9717,1820.9025,2.053,3738.3127623291016
10235,2135.124,1820.2048,2.055,3740.520933837891
10236,2135.2764,1814.6353,2.048,3716.373
10237,2135.4287,1807.1688,2.041,3688.4315682373044
10238,2135.5813,1792.1066,2.028,3634.392118652344
10239,2135.7336,1783.3705,2.021,3604.191746948242
10240,2135.886,1781.7731,2.021,3600.9633770751952
10241,2136.0383,1780.9722,2.021,3599.3447514648437
10242,2136.1909,1795.2228,2.021,3628.145234985351
10243,2136.3433,1823.3009,2.02,3683.0678247070314
10244,2136.4956,1839.5502,2.02,3715.8913452148436
10245,2136.6479,1842.6095,2.02,3722.0711840820313
10246,2136.8003,1834.1547,2.017,3699.489955444336
10247,2136.9529,1817.0015,2.014,3659.4409501953123
10248,2137.1052,1808.8508,2.012,3639.4078701171875
10249,2137.2576,1803.5934,2.01,3625.2227014160153
10250,2137.4099,1805.0916,2.01,3628.2340209960935
10251,2137.5625,1808.8859,2.009,3634.051701293945
10252,2137.7148,1811.6251,2.008,3637.7432451171876
10253,2137.8672,1815.7633,2.007,3644.2369544677736
10254,2138.0195,1819.2997,2.007,3651.3344630126953
10255,2138.1721,1840.3363,2.007,3693.5549615478517
10256,2138.3245,1852.0558,2.007,3717.0759627685547
10257,2138.4768,1931.8511,2.05816,3976.0586069140627
10258,2138.6292,1938.0846,2.05932,3991.1363676123046
10259,2138.7815,1936.7195,2.06042,3990.45555597168
10260,2138.9341,1934.588,2.06134,3987.8436540893554
10261,2139.0864,1870.3678,2.018,3774.4022160644527
10262,2139.2388,1868.4762,2.021,3776.190392700195
10263,2139.3911,1871.3046,2.027,3793.1343541259766
10264,2139.5437,1872.0072,2.027,3794.558598754883
10265,2139.696,1886.8138,2.037,3843.439797729492
10266,2139.8484,1893.9835,2.042,3867.5143488769527
10267,2140.0007,1897.5367,2.052,3893.745396972656
10268,2140.1531,1924.3549,2.055,3954.5492340087894
10269,2140.3057,1938.2445,2.055,3983.092461547852
10270,2140.458,1946.166,2.069,4026.617486328125
10271,2140.6104,1958.2144,2.076,4065.253001953125
10272,2140.7627,1976.2509,2.086,4122.459282470702
10273,2140.9153,1973.6012,2.086,4116.932095458984
10274,2141.0676,1966.1084,2.091,4111.132661132813
10275,2141.22,1896.2952,2.0449599999999997,3877.8477626953118
10276,2141.3723,1898.059,2.0425799999999996,3876.937270437011
10277,2141.5249,1878.7839,2.0401599999999998,3833.0198339453123
10278,2141.6772,1854.1781,2.03774,3778.332882687988
10279,2141.8296,1847.1608,2.0352799999999998,3759.4893650488275
10280,2141.9819,1868.5934,2.03278,3798.43925869873
10281,2142.1343,1846.3339,2.03022,3748.4639339282226
10282,2142.2869,1840.2496,2.0276199999999998,3731.3269624633785
10283,2142.4392,1832.9855,2.0250399999999997,3711.86890352539
10284,2142.5916,1854.1337,2.046,3793.5574826660154
10285,2142.7439,1836.2302,2.036,3738.5647373046877
10286,2142.8965,1805.7611,2.015,3638.6086334228517
10287,2143.0488,1792.1055,2.005,3593.1714648437496
10288,2143.2012,1777.3771,1.995,3545.8672650146486
10289,2143.3535,1771.9261,1.994,3533.220738037109
10290,2143.5061,1778.1696,2.002,3559.895450439453
10291,2143.6584,1812.8954,2.018,3658.422888427734
10292,2143.8108,1813.4744,2.025,3672.285589599609
10293,2143.9631,1814.7417,2.04,3702.0730664062503
10294,2144.1155,1824.1414,2.048,3735.8415
10295,2144.2681,1859.2443,2.063,3835.62091394043
10296,2144.4204,1813.5093,2.0146800000000002,3653.6408708789068
10297,2144.5728,1822.9672,2.0134,3670.3620861572263
10298,2144.7251,1821.4342,2.0118400000000003,3664.434189179688
10299,2144.8777,1810.8678,2.01024,3640.278881953125
10300,2145.03,1802.4843,2.0086600000000003,3620.5780194897466
10301,2145.1824,1789.3303,2.00696,3591.1143835742187
10302,2145.3347,1783.765,2.00514,3576.698581472168
10303,2145.4873,1779.3282,2.00314,3564.243584836426
10304,2145.6396,1778.131,2.00114,3558.2890322094727
10305,2145.792,1780.4773,1.99914,3559.423379370117
10306,2145.9443,1788.6195,1.99718,3572.1951066625975
10307,2146.0967,1806.574,1.99536,3604.7654459765627
10308,2146.2493,1809.8635,1.99394,3608.759277817383
10309,2146.4016,1804.2926,1.9926199999999996,3595.269525671386
10310,2146.554,1803.0948,1.9914999999999998,3590.863391052246
10311,2146.7063,1851.8519,2.037,3772.2223787841795
10312,2146.8589,1841.3181,2.03,3737.875773925781
10313,2147.0112,1838.5664,2.027,3726.7741054687503
10314,2147.1636,1831.9369,2.02,3700.5125170898436
10315,2147.3159,1828.12,2.016,3685.48991015625
10316,2147.4685,1798.2167,2.011,3616.2137330322266
10317,2147.6208,1787.3744,1.986,3549.7255378417967
10318,2147.7732,1741.1382,1.954,3402.1840107421876
10319,2147.9255,1740.3243,1.957,3405.8147349853516
10320,2148.0779,1739.8448,1.964,3417.0552827148435
10321,2148.2305,1741.7351,1.968,3427.73469140625
10322,2148.3828,1733.2262,1.971,3416.188832885742
10323,2148.5352,1734.5775,1.973,3422.3214364013675
10324,2148.6875,1736.5814,1.978,3434.9580505371096
10325,2148.8401,1739.6058,1.981,3446.159159057617
10326,2148.9924,1743.9845,1.985,3461.8092266845706
10327,2149.1448,1741.2528,1.984,3454.6455703125
10328,2149.2971,1735.838,1.982,3440.4309411621093
10329,2149.4497,1734.4883,1.98,3434.286796875
10330,2149.6021,1737.8315,1.978,3437.4307919921876
10331,2149.7544,1742.4432,1.977,3444.8102801513674
10332,2149.9067,1747.0876,1.979,3457.4864523925785
10333,2150.0591,1757.5051,1.984,3486.890171875
10334,2150.2117,1761.849,1.986,3499.0321120605468
10335,2150.364,1776.0042,1.989,3532.4722551269533
10336,2150.5164,1782.5323,1.99,3547.239373779297
10337,2150.6687,1783.8524,1.984,3539.1631953125
10338,2150.8213,1784.4235,1.981,3534.942878051758
10339,2150.9736,1775.3765,1.975,3506.3685180664065
10340,2151.126,1767.668,1.974,3489.3765703125
10341,2151.2783,1763.6024,1.982,3495.4599904785155
10342,2151.4309,1765.712,1.989,3512.0012398681642
10343,2151.5833,1776.3232,2.004,3559.75177734375
10344,2151.7356,1775.3856,2.006,3561.4235539550778
10345,2151.8879,1780.5369,2.006,3571.7569516601557
10346,2152.0403,1784.0922,2.006,3578.88887915039
10347,2152.1929,1788.5743,2.007,3589.6687020263676
10348,2152.3452,1788.5375,2.007,3589.594713500977
10349,2152.4976,1782.8502,2.008,3579.9632412109377
10350,2152.6499,1773.5703,2.001,3548.9141953125
10351,2152.8025,1763.6844,1.994,3516.786789794922
10352,2152.9548,1749.6649,1.985,3473.0848602294923
10353,2153.1072,1746.0907,1.984,3464.2439453125
10354,2153.2595,1750.9823,1.985,3475.699865112305
10355,2153.4121,1767.5411,1.988,3513.8717817382812
10356,2153.5645,1806.6678,1.992,3598.8823505859373
10357,2153.7168,1826.2404,1.994,3641.523270751953
10358,2153.8691,1814.1449,1.996,3621.0332153320314
10359,2154.0215,1815.2714,1.998,3626.9121818847657
10360,2154.1741,1786.0234,2.002,3575.6189218749996
10361,2154.3264,1771.0922,2.004,3549.268694824219
10362,2154.4788,1748.8431,2.007,3509.9281812744143
10363,2154.6311,1769.7019,2.008,3553.561423828125
10364,2154.7837,1761.8883,2.008,3537.8717177734375
10365,2154.936,1760.1483,2.009,3536.137965698242
10366,2155.0884,1762.5409,2.01,3542.7071960449216
10367,2155.2407,1760.9685,2.01,3539.546696777343
10368,2155.3933,1771.6906,2.012,3564.6413901367187
10369,2155.5457,1783.9441,2.014,3592.863400878906
10370,2155.698,1807.361,2.016,3643.63969921875
10371,2155.8503,1815.5781,2.019,3665.6522343750003
10372,2156.0027,1816.211,2.02,3668.746340332031
10373,2156.1553,1798.9799,2.022,3637.5372736816403
10374,2156.3076,1789.2921,2.022,3617.9486550292963
10375,2156.46,1774.4669,2.022,3587.9721101074215
10376,2156.6123,1772.5743,2.022,3584.1453171386715
10377,2156.7649,1774.8392,2.023,3590.499769165039
10378,2156.9172,1775.3739,2.023,3591.5814024658207
10379,2157.0696,1803.842,2.023,3649.17244897461
10380,2157.2219,1784.5795,2.023,3610.2042633056644
10381,2157.3745,1789.2311,2.023,3619.614473022461
10382,2157.5269,1789.2782,2.023,3619.7097950439456
10383,2157.6792,1789.311,2.023,3619.776224121094
10384,2157.8315,1786.1581,2.023,3613.3977979736333
10385,2157.9839,1772.8503,2.02,3581.1576904296876
10386,2158.1365,1770.504,2.019,3574.647633178711
10387,2158.2888,1761.6644,2.017,3553.277152709961
10388,2158.4412,1756.8314,2.015,3540.0153131103516
10389,2158.5935,1765.754,2.018,3563.2916291503902
10390,2158.7461,1769.5955,2.019,3572.8132316894535
10391,2158.8984,1780.203,2.023,3601.350674926758
10392,2159.0508,1785.5895,2.026,3617.60428149414
10393,2159.2031,1786.1432,2.028,3622.2983862304686
10394,2159.3557,1788.3851,2.033,3635.7869730224606
10395,2159.5081,1786.6705,2.033,3632.3011920166014
10396,2159.6604,1788.8239,2.037,3643.83418762207
10397,2159.8127,1790.2401,2.038,3648.5093488769526
10398,2159.9651,1795.3359,2.042,3666.0759843749997
10399,2160.1177,1795.6132,2.042,3666.6420710449215
10400,2160.27,1791.6945,2.038,3651.4733054199214
10401,2160.4224,1789.4965,2.035,3641.625296020508
10402,2160.5747,1784.2252,2.028,3618.408745605469
10403,2160.7273,1782.2982,2.024,3607.3715927734374
10404,2160.8796,1779.6542,2.017,3589.5624705810546
10405,2161.032,1781.132,2.016,3590.76202734375
10406,2161.1843,1785.055,2.016,3598.67098828125
10407,2161.3369,1784.7126,2.016,3597.9806953125
10408,2161.4893,1778.6359,2.017,3587.508538208008
10409,2161.6416,1772.9608,2.018,3577.834925537109
10410,2161.7939,1764.949,2.023,3570.491775634766
10411,2161.9463,1760.4126,2.025,3564.8355102539062
10412,2162.0989,1763.2567,2.027,3574.121359008789
10413,2162.2512,1784.6178,2.029,3620.9895118408203
10414,2162.4036,1797.8516,2.03,3649.6386718749995
10415,2162.5559,1789.4025,2.033,3637.855213012695
10416,2162.7085,1793.9948,2.033,3647.1913287353514
10417,2162.8608,1799.8978,2.033,3659.192282592773
10418,2163.0132,1798.7313,2.033,3656.820780151367
10419,2163.1655,1801.5809,2.033,3662.614036010742
10420,2163.3181,1802.4974,2.033,3664.4772884521485
10421,2163.4705,1804.0968,2.032,3665.924701171875
10422,2163.6228,1803.64,2.031,3663.192869750977
10423,2163.7751,1819.1908,2.03,3692.957315673828
10424,2163.9275,1804.963,2.03,3664.074915771484
10425,2164.0801,1775.5184,2.029,3602.526899780273
10426,2164.2324,1761.3065,2.029,3573.6909261474607
10427,2164.3848,1771.5614,2.03,3596.26964477539
10428,2164.5371,1772.0192,2.031,3598.970924194336
10429,2164.6897,1778.954,2.034,3618.3923942871093
10430,2164.842,1761.3038,2.035,3584.253300170899
10431,2164.9944,1775.755,2.037,3617.212944946289
10432,2165.1467,1782.9576,2.038,3633.667673583984
10433,2165.2993,1795.8175,2.042,3667.0593449707026
10434,2165.4517,1801.9606,2.045,3685.0093682861325
10435,2165.604,1802.9445,2.046,3688.824361083984
10436,2165.7563,1806.0546,2.049,3700.6058045654295
10437,2165.9087,1805.9062,2.049,3700.30190625
10438,2166.0613,1804.5605,2.048,3695.7400000000002
10439,2166.2136,1810.9669,2.048,3708.86025
10440,2166.366,1817.9977,2.046,3719.6232546386714
10441,2166.5183,1820.8961,2.046,3725.5534577636718
10442,2166.6709,1801.497,2.046,3685.8627561035155
10443,2166.8232,1797.194,2.046,3677.0588620605467
10444,2166.9756,1790.8229,2.046,3664.0236042480465
10445,2167.1279,1789.7389,2.046,3661.8057722167964
10446,2167.2805,1814.802,2.046,3713.0848959960936
10447,2167.4329,1812.0748,2.046,3707.5051003417966
10448,2167.5852,1802.131,2.042,3679.951464111328
10449,2167.7375,1797.6036,2.038,3663.5162136230465
10450,2167.8899,1777.3053,2.03,3607.9297546386715
10451,2168.0425,1765.3582,2.026,3576.6156206054684
10452,2168.1948,1742.6254,2.019,3518.360614379883
10453,2168.3472,1728.4347,2.013,3479.3390357666012
10454,2168.4995,1732.6947,2.001,3467.1220989990234
10455,2168.6521,1699.2279,1.989,3379.7643035888673
10456,2168.8044,1699.4847,1.983,3370.0782418212893
10457,2168.9568,1704.5674,1.975,3366.5205810546877
10458,2169.1091,1720.68,1.983,3412.108546508789
10459,2169.2617,1752.8553,1.999,3503.9578380126954
10460,2169.4141,1756.111,2.001,3513.9780347900387
10461,2169.5664,1753.4248,2.003,3512.1098837890627
10462,2169.7188,1750.9789,2.003,3507.210700317383
10463,2169.8711,1756.2037,2.012,3533.481915527344
10464,2170.0237,1758.2786,2.016,3544.6895859375
10465,2170.176,1763.589,2.024,3569.5041142578125
10466,2170.3284,1771.5076,2.029,3594.3888562011716
10467,2170.4807,1777.1128,2.03,3607.5389697265623
10468,2170.6333,1780.5123,2.031,3616.220540405274
10469,2170.7856,1787.3112,2.033,3633.6035826416014
10470,2170.938,1786.1688,2.03,3625.9227111816404
10471,2171.0903,1781.3107,2.027,3610.716725952149
10472,2171.2427,1778.3615,2.026,3602.960298095703
10473,2171.3953,1770.2024,2.022,3579.3492377929683
10474,2171.5476,1766.1935,2.02,3567.7108325195313
10475,2171.7,1759.6334,2.017,3549.1806138916013
10476,2171.8523,1755.3381,2.014,3535.2510034179686
10477,2172.0049,1755.2638,2.013,3533.346017211914
10478,2172.1572,1755.1196,2.011,3529.545573730469
10479,2172.3096,1775.5385,2.01,3568.832288818359
10480,2172.4619,1772.5347,2.007,3557.4770786132813
10481,2172.6145,1771.8864,2.006,3554.404023193359
10482,2172.7668,1758.3107,2.007,3528.9295125732424
10483,2172.9192,1766.2332,2.008,3546.596173828125
10484,2173.0715,1779.7704,2.009,3575.5587049560545
10485,2173.2239,1792.3253,2.01,3602.5738879394526
10486,2173.3765,1809.6444,2.011,3639.1949068603517
10487,2173.5288,1815.4823,2.011,3650.9349049072266
10488,2173.6812,1827.0892,2.011,3674.276448364258
10489,2173.8335,1830.5995,2.009,3677.674369995117
10490,2173.9861,1824.5178,2.005,3658.158233642578
10491,2174.1384,1821.8287,2.003,3649.1229569091797
10492,2174.2908,1812.0219,1.999,3622.2316793212894
10493,2174.4431,1808.2504,1.998,3612.884231689453
10494,2174.5957,1800.5741,1.994,3590.344748779297
10495,2174.748,1802.3774,1.993,3592.1382407226565
10496,2174.9004,1774.6354,1.993,3536.848304321289
10497,2175.0527,1790.7667,1.993,3568.9980802001955
10498,2175.2051,1782.65,1.993,3552.8214986572266
10499,2175.3577,1771.2195,1.996,3535.3540869140625
10500,2175.51,1765.2356,1.996,3523.4102490234377
10501,2175.6624,1766.1581,2.004,3539.3807944335936
10502,2175.8147,1773.2336,2.007,3558.879920654297
10503,2175.9673,1789.6567,2.015,3606.158327636719
10504,2176.1196,1796.6456,2.018,3625.630881103515
10505,2176.272,1798.9127,2.02,3633.803693847656
10506,2176.4243,1796.6456,2.018,3625.630881103515
10507,2176.5769,1788.0619,2.016,3604.73276953125
10508,2176.7292,1782.6427,2.014,3590.242398193359
10509,2176.8816,1774.0588,2.012,3569.4063818359377
10510,2177.0339,1771.8593,2.011,3563.208957641602
10511,2177.1863,1789.7063,2.02,3615.2067236328126
10512,2177.3389,1796.9407,2.023,3635.210983154297
10513,2177.4912,1818.6345,2.027,3686.3721750488285
10514,2177.6436,1829.5016,2.029,3712.058719848633
10515,2177.7959,1818.4386,2.031,3693.2487938232425
10516,2177.9485,1821.4222,2.032,3701.129994140625
10517,2178.1008,1821.0481,2.032,3700.3697304687503
10518,2178.2532,1800.3325,2.033,3660.076012207031
10519,2178.4055,1789.2782,2.033,3637.602577026367
10520,2178.5581,1790.2587,2.034,3641.386128662109
10521,2178.7104,1774.2421,2.034,3608.808361083984
10522,2178.8628,1745.4247,2.035,3551.939229125977
10523,2179.0151,1739.7391,2.036,3542.1088803710936
10524,2179.1675,1747.1753,2.038,3560.743247070312
10525,2179.3201,1751.9155,2.039,3572.1557602539065
10526,2179.4724,1766.9365,2.04,3604.5505078125
10527,2179.6248,1799.5049,2.04,3670.9899609375
10528,2179.7771,1797.6598,2.04,3667.2259716796875
10529,2179.9297,1795.9432,2.04,3663.7242041015625
10530,2180.082,1790.482,2.04,3652.5833935546875
10531,2180.2344,1788.6647,2.04,3648.8759326171876
10532,2180.3867,1782.858,2.04,3637.0303857421877
10533,2180.5393,1783.2228,2.04,3637.7744677734377
10534,2180.6917,1785.658,2.04,3642.7422363281253
10535,2180.844,1787.5968,2.04,3646.6974755859374
10536,2180.9963,1790.3859,2.04,3652.3871630859376
10537,2181.1487,1792.4044,2.04,3656.5050146484377
10538,2181.3013,1769.3058,2.038,3605.8451921386713
10539,2181.4536,1770.5763,2.036,3604.8933344726565
10540,2181.606,1771.2115,2.035,3604.41549987793
10541,2181.7583,1771.3475,2.032,3599.378189453125
10542,2181.9109,1771.9833,2.031,3598.898034301758
10543,2182.0632,1770.5402,2.028,3590.655446777344
10544,2182.2156,1770.3011,2.027,3588.4004259033204
10545,2182.3679,1769.8229,2.025,3583.891323852539
10546,2182.5205,1781.0862,2.025,3606.6995178222655
10547,2182.6729,1802.4989,2.024,3648.2577763671875
10548,2182.8252,1812.6371,2.023,3666.964822875977
10549,2182.9775,1832.0558,2.022,3704.4167995605467
10550,2183.1299,1833.0995,2.021,3704.694063842773
10551,2183.2825,1832.4142,2.022,3705.1414812011717
10552,2183.4348,1828.8334,2.022,3697.9010822753903
