,DEPTH,VP,RHOB,AI
2239,916.5336,2305.3257,2.1165,4879.221809326172
2240,916.686,2296.9219,2.1160799999999997,4860.47044125
2241,916.8384,2220.8967,2.066,4588.372641113281
2242,916.9908,2223.376,2.077,4617.951903320312
2243,917.1432,2219.692,2.082,4621.398524414062
2244,917.2956,2251.3179,2.093,4712.008304199218
2245,917.448,2249.2383,2.095,4712.15419921875
2246,917.6004,2242.551,2.097,4702.62950024414
2247,917.7528,2240.1921,2.099,4702.163299072266
2248,917.9052,2242.6602,2.1,4709.586328125
2249,918.0576,2245.4692,2.101,4717.7308696289065
2250,918.21,2249.2793,2.102,4727.9850820312495
2251,918.3624,2251.8638,2.102,4733.417643554687
2252,918.5148,2254.2852,2.102,4738.507398437499
2253,918.6672,2232.2415,2.102,4692.171538574218
2254,918.8196,2234.9478,2.102,4697.860178710937
2255,918.972,2289.8416,2.103,4815.536785400391
2256,919.1244,2310.4158,2.106,4865.735614746093
2257,919.2768,2293.8486,2.113,4846.902161132813
2258,919.4292,2301.066,2.116,4869.055482421875
2259,919.5816,2308.8953,2.116,4885.622377929688
2260,919.734,2362.69,2.117,5001.814605957031
2261,919.8864,2343.1663,2.13,4990.944133300781
2262,920.0388,2312.0288,2.135,4936.181506347656
2263,920.1912,2349.0786,2.136,5017.631917968751
2264,920.3436,2356.8037,2.14,5043.55994140625
2265,920.496,2330.7751,2.146,5001.843464355468
2266,920.6484,2348.5396,2.149,5047.011494628906
2267,920.8008,2309.2542,2.10032,4850.172677148437
2268,920.9532,2315.4622,2.10002,4862.516841469727
2269,921.1056,2298.433,2.09964,4825.882085566406
2270,921.258,2288.486,2.122,4856.167470214844
2271,921.4104,2336.319,2.106,4920.288007324219
2272,921.5628,2309.441,2.084,4812.874873046875
2273,921.7152,2300.3657,2.074,4770.958508789062
2274,921.8676,2299.2947,2.07,4759.539982910156
2275,922.02,2300.4727,2.068,4757.377453125
2276,922.1724,2421.69,2.154,5216.320133789062
2277,922.3248,2355.7324,2.1046000000000005,4957.874455078126
2278,922.4772,2344.5928,2.10374,4932.413601191407
2279,922.6296,2354.7744,2.10252,4950.960301054688
2280,922.782,2357.3164,2.1012199999999996,4953.240379140624
2281,922.9344,2359.4106,2.10008,4954.951106367188
2282,923.0868,2315.3145,2.099,4859.845037109376
2283,923.2392,2326.2568,2.0980999999999996,4880.719467480468
2284,923.3916,2371.7505,2.145,5087.404797363281
2285,923.544,2357.6194,2.136,5035.875005859375
2286,923.6964,2328.2427,2.112,4917.24853125
2287,923.8488,2295.532,2.089,4795.3663112792965
2288,924.0012,2270.7578,2.049,4652.7827578125
2289,924.1536,2331.0278,2.09954,4894.086174462891
2290,924.306,2325.0205,2.1011800000000003,4885.286590605469
2291,924.4584,2320.4617,2.10282,4879.513208745117
2292,924.6108,2317.3877,2.1044799999999997,4876.896057031249
2293,924.7632,2312.6733,2.10616,4870.860081445313
2294,924.9156,2322.5583,2.1078200000000002,4895.5349404736335
2295,925.068,2346.2808,2.10946,4949.385415615234
2296,925.2204,2363.3728,2.11112,4989.363591308594
2297,925.3728,2377.9336,2.1127800000000003,5024.050538203126
2298,925.5252,2380.7986,2.11452,5034.246221806641
2299,925.6776,2348.5415,2.1163400000000006,4970.312326376955
2300,925.83,2333.9912,2.1181400000000004,4943.720143535157
2301,925.9824,2322.8376,2.11984,4924.044156523438
2302,926.1348,2325.1392,2.1212999999999997,4932.317700439453
2303,926.2872,2250.523,2.075,4669.835119628907
2304,926.4396,2249.8706,2.079,4677.480988769532
2305,926.592,2253.4258,2.087,4702.89960546875
2306,926.7444,2251.5776,2.091,4708.048838378907
2307,926.8968,2272.3726,2.097,4765.165255371094
2308,927.0492,2269.8533,2.098,4762.152163574218
2309,927.2016,2282.3928,2.108,4811.284069335938
2310,927.354,2290.0366,2.118,4850.297563476563
2311,927.5064,2310.8784,2.124,4908.305759765625
2312,927.6588,2312.0586,2.13,4924.684804687499
2313,927.8112,2338.4868,2.131,4983.3154057617185
2314,927.9636,2349.5054,2.133,5011.494956542969
2315,928.116,2333.5698,2.134,4979.838004882812
2316,928.2684,2342.9038,2.137,5006.785438964844
2317,928.4208,2359.8564,2.138,5045.373080078125
2318,928.5732,2360.6353,2.139,5049.398808105469
2319,928.7256,2368.5632,2.14,5068.725317382813
2320,928.878,2323.292,2.14,4971.844863281251
2321,929.0304,2323.2244,2.141,4974.0233659667965
2322,929.1828,2302.528,2.141,4929.7126110839845
2323,929.3352,2307.2805,2.138,4932.965746582031
2324,929.4876,2294.1355,2.132,4891.096881835938
2325,929.64,2283.997,2.129,4862.629762695313
2326,929.7924,2266.085,2.123,4810.898372070313
2327,929.9448,2328.6753,2.122,4941.448971679687
2328,930.0972,2283.9268,2.121,4844.208653320313
2329,930.2496,2279.2998,2.119,4829.836286132813
2330,930.402,2276.0964,2.117,4818.496154052735
2331,930.5544,2248.9624,2.115,4756.555480957032
2332,930.7068,2247.4053,2.115,4753.262153320313
2333,930.8592,2253.582,2.12,4777.59390625
2334,931.0116,2278.349,2.123,4836.935184082032
2335,931.164,2261.9673,2.128,4813.4663828125
2336,931.3164,2253.3137,2.13,4799.558225097656
2337,931.4688,2290.767,2.129,4877.043134277344
2338,931.6212,2308.908,2.128,4913.35613671875
2339,931.7736,2345.2983,2.126,4986.1042705078125
2340,931.926,2337.5828,2.125,4967.363372802734
2341,932.0784,2323.3052,2.124,4934.700193359376
2342,932.2308,2235.3413,2.07016,4627.514163398438
2343,932.3832,2220.4556,2.06562,4586.617427080078
2344,932.5356,2195.1016,2.0611,4524.32383046875
2345,932.688,2166.5288,2.0571200000000003,4456.8097427343755
2346,932.8404,2158.7678,2.05366,4433.375125874023
2347,932.9928,2159.1213,2.05124,4428.876053134765
2348,933.1452,2157.8193,2.0488199999999996,4420.983411855468
2349,933.2976,2160.5566,2.04792,4424.64715546875
2350,933.45,2160.939,2.0477,4424.954718310547
2351,933.6024,2160.5964,2.04826,4425.463255073242
2352,933.7548,2166.7222,2.04906,4439.743725498047
2353,933.9072,2170.276,2.04982,4448.674902099609
2354,934.0596,2176.302,2.05054,4462.594307084961
2355,934.212,2179.8103,2.05126,4471.357681586915
2356,934.3644,2200.5728,2.05192,4515.399245195313
2357,934.5168,2208.9438,2.0526,4534.078141699219
2358,934.6692,2224.647,2.0531400000000004,4567.511685439454
2359,934.8216,2223.274,2.0529800000000002,4564.336904150391
2360,934.974,2223.2507,2.05246,4563.1331982666015
2361,935.1264,2229.141,2.0511600000000003,4572.32508591797
2362,935.2788,2174.9424,2.04948,4457.500914726563
2363,935.4312,2170.6904,2.04788,4445.313517148438
2364,935.5836,2165.5571,2.0465000000000004,4431.812664306642
2365,935.736,2159.7246,2.04524,4417.155160078125
2366,935.8884,2212.7505,2.04416,4523.2160381250005
2367,936.0408,2206.7954,2.04294,4508.35061522461
2368,936.1932,2156.609,2.0417400000000003,4403.234628369141
2369,936.3456,2146.3843,2.0405200000000003,4379.740045605469
2370,936.498,2134.1375,2.03948,4352.530648916016
2371,936.6504,2120.871,2.0385600000000004,4323.5229768750005
2372,936.8028,2112.0942,2.0378000000000003,4304.025638769532
2373,936.9552,2102.1257,2.0372200000000005,4282.4925846044935
2374,937.1076,2098.0327,2.03694,4273.566758173828
2375,937.26,2115.8025,2.0369200000000003,4309.720408408204
2376,937.4124,2187.085,2.086,4562.259228515624
2377,937.5648,2122.7822,2.057,4366.563040039063
2378,937.7172,2117.3079,2.054,4348.950347167968
2379,937.8696,2046.5723,2.004,4101.3308203125
2380,938.022,2095.375,2.0428,4280.43205
2381,938.1744,2093.935,2.04578,4283.730464169922
2382,938.3268,2095.2632,2.0493200000000003,4293.864747402345
2383,938.4792,2116.1365,2.05302,4344.470505102539
2384,938.6316,2130.9258,2.05694,4383.186476484375
2385,938.784,2163.0796,2.0609,4457.890726708984
2386,938.9364,2167.856,2.06476,4476.102265839844
2387,939.0888,2171.8757,2.0685200000000004,4492.568390029298
2388,939.2412,2176.1304,2.07232,4509.638490625
2389,939.3936,2199.3838,2.0761799999999995,4566.31663517578
2390,939.546,2216.606,2.08024,4611.072376054687
2391,939.6984,2189.8481,2.08424,4564.169096757812
2392,939.8508,2185.4153,2.0884799999999997,4564.196110664062
2393,940.0032,2173.0022,2.09278,4547.615538393555
2394,940.1556,2144.0264,2.09706,4496.151933574219
2395,940.308,2133.4275,2.10084,4481.989808583984
2396,940.4604,2153.8965,2.10412,4532.056670703125
2397,940.6128,2163.1611,2.1063799999999997,4556.439346933593
2398,940.7652,2143.6304,2.081,4460.894802246094
2399,940.9176,2192.7542,2.121,4650.831552978516
2400,941.07,2156.4873,2.1092,4548.463023046875
2401,941.2224,2148.522,2.1096999999999997,4532.73680571289
2402,941.3748,2160.4248,2.11004,4558.582754882813
2403,941.5272,2180.8477,2.11066,4603.027914140625
2404,941.6796,2142.121,2.11144,4522.9601621875
2405,941.832,2197.0144,2.16,4745.551113281251
2406,941.9844,2210.1724,2.156,4765.131615234375
2407,942.1368,2221.781,2.147,4770.163819580078
2408,942.2892,2154.023,2.107,4538.526354003907
2409,942.4416,2125.2031,2.087,4435.298921875001
2410,942.594,2201.2607,2.11828,4662.886604960938
2411,942.7464,2200.2036,2.12018,4664.82769680664
2412,942.8988,2201.2407,2.12236,4671.8252601367185
2413,943.0512,2194.6736,2.12446,4662.496242231446
2414,943.2036,2194.256,2.12628,4665.602867783203
2415,943.356,2198.564,2.12794,4678.41220334961
2416,943.5084,2200.7026,2.1293199999999994,4686.000138417968
2417,943.6608,2189.5984,2.13064,4665.245910839844
2418,943.8132,2184.6628,2.1317199999999996,4657.089473115234
2419,943.9656,2189.1445,2.1327000000000003,4668.7885417968755
2420,944.118,2193.9014,2.1334999999999997,4680.688566894531
2421,944.2704,2199.5186,2.13426,4694.344470527343
2422,944.4228,2136.0806,2.087,4458.000142089844
2423,944.5752,2118.0264,2.098,4443.619318359375
2424,944.7276,2146.7947,2.103,4514.709207275391
2425,944.88,2143.2095,2.109,4520.028777832032
2426,945.0324,2137.338,2.109,4507.645611328125
2427,945.1848,2164.211,2.118,4583.798765625
2428,945.3372,2178.6409,2.123,4625.254565185547
2429,945.4896,2198.1997,2.13,4682.165375976562
2430,945.642,2196.991,2.131,4681.78775024414
2431,945.7944,2187.6274,2.131,4661.834077636719
2432,945.9468,2185.6584,2.132,4659.823809570313
2433,946.0992,2182.8206,2.133,4655.956247314453
2434,946.2516,2180.1396,2.133,4650.237870117187
2435,946.404,2180.7195,2.133,4651.474656005859
2436,946.5564,2187.055,2.129,4656.239949462891
2437,946.7088,2190.1477,2.127,4658.444168701171
2438,946.8612,2194.1667,2.124,4660.4101728515625
2439,947.0136,2221.763,2.124,4719.024483398438
2440,947.166,2213.3445,2.119,4690.076958251953
2441,947.3184,2185.8193,2.117,4627.379534179688
2442,947.4708,2178.019,2.112,4599.97621875
2443,947.6232,2173.8438,2.11,4586.8103125
2444,947.7756,2173.798,2.111,4588.887780029298
2445,947.928,2172.8445,2.111,4586.874702392579
2446,948.0804,2206.5654,2.112,4660.2661875
2447,948.2328,2185.148,2.113,4617.2176166992185
2448,948.3852,2168.0955,2.114,4583.353800292968
2449,948.5376,2189.2148,2.118,4636.7570390625
2450,948.69,2310.2742,2.186,5050.259335449218
2451,948.8424,2330.4624,2.19,5103.712661132812
2452,948.9948,2314.014,2.2,5090.830615234376
2453,949.1472,2319.9802,2.205,5115.556395263672
2454,949.2996,2349.4756,2.203,5175.894715820312
2455,949.452,2332.3877,2.199,5128.920541992187
2456,949.6044,2322.8687,2.197,5103.342429199219
2457,949.7568,2314.8384,2.192,5074.1257265625
2458,949.9092,2313.9573,2.19,5067.566433105469
2459,950.0616,2277.5366,2.181,4967.307370605469
2460,950.214,2206.171,2.142,4725.618064453125
2461,950.3664,2169.647,2.136,4634.36593359375
2462,950.5188,2160.7495,2.133,4608.878708496094
2463,950.6712,2187.7249,2.129,4657.666213134766
2464,950.8236,2189.9321,2.127,4657.985638183593
2465,950.976,2192.4155,2.123,4654.498164550781
2466,951.1284,2194.5781,2.121,4654.700203125
2467,951.2808,2171.6597,2.117,4597.403517089844
2468,951.4332,2178.722,2.116,4610.175590820313
2469,951.5856,2186.4863,2.116,4626.6050703125
2470,951.738,2189.8342,2.118,4638.0688959960935
2471,951.8904,2197.8208,2.121,4661.577918457031
2472,952.0428,2205.9783,2.123,4683.291870361329
2473,952.1952,2220.9043,2.126,4721.642535156249
2474,952.3476,2247.2637,2.137,4802.402466796875
2475,952.5,2298.6025,2.158,4960.384279296874
2476,952.6524,2348.8374,2.178,5115.767862304688
2477,952.8048,2356.9019,2.179,5135.689143066405
2478,952.9572,2352.2925,2.185,5139.759069824219
2479,953.1096,2338.661,2.185,5109.974041748047
2480,953.262,2314.1172,2.187,5060.974289062499
2481,953.4144,2327.984,2.187,5091.3007602539055
2482,953.5668,2333.091,2.189,5107.136340087891
2483,953.7192,2337.895,2.189,5117.652197753906
2484,953.8716,2319.2866,2.188,5074.599126953125
2485,954.024,2329.7495,2.188,5097.491931640626
2486,954.1764,2345.1978,2.187,5128.947487792969
2487,954.3288,2347.2634,2.187,5133.465116455078
2488,954.4812,2344.6978,2.185,5123.164592285157
2489,954.6336,2337.3696,2.184,5104.81526953125
2490,954.786,2324.1318,2.183,5073.579797851562
2491,954.9384,2316.8342,2.182,5055.332286621094
2492,955.0908,2319.3535,2.181,5058.510017578125
2493,955.2432,2321.7698,2.176,5052.17103125
2494,955.3956,2329.08,2.168,5049.4456093750005
2495,955.548,2340.189,2.167,5071.189486816405
2496,955.7004,2344.233,2.164,5072.920017578125
2497,955.8528,2331.6536,2.159,5034.040045654297
2498,956.0052,2325.962,2.159,5021.751772460937
2499,956.1576,2329.683,2.156,5022.796775390625
2500,956.31,2357.0764,2.154,5077.142600097656
2501,956.4624,2374.416,2.151,5107.368849609375
2502,956.6148,2324.3628,2.151,4999.704367675781
2503,956.7672,2365.5012,2.151,5088.193125732421
2504,956.9196,2359.9883,2.151,5076.33479296875
2505,957.072,2324.362,2.152,5002.027154296875
2506,957.2244,2322.8606,2.152,4998.796001953126
2507,957.3768,2326.5735,2.151,5004.459569091797
2508,957.5292,2322.8264,2.151,4996.399620849609
2509,957.6816,2313.8706,2.15,4974.821801757812
2510,957.834,2335.567,2.149,5019.133256347656
2511,957.9864,2337.1064,2.148,5020.10464453125
2512,958.1388,2339.1997,2.148,5024.600970703125
2513,958.2912,2337.168,2.147,5017.89962890625
2514,958.4436,2336.1055,2.147,5015.618441406249
2515,958.596,2315.7808,2.143,4962.718172363281
2516,958.7484,2325.109,2.139,4973.407908691406
2517,958.9008,2316.5537,2.134,4943.525619140625
2518,959.0532,2383.017,2.144,5109.1886406250005
2519,959.2056,2401.009,2.148,5157.367403320312
2520,959.358,2413.3286,2.158,5207.963147460937
2521,959.5104,2412.7344,2.162,5216.33171875
2522,959.6628,2375.6357,2.169,5152.753924804688
2523,959.8152,2356.463,2.172,5118.2373984375
2524,959.9676,2375.1963,2.2,5225.4318359375
2525,960.12,2426.9146,2.2,5339.212011718751
2526,960.2724,2429.7803,2.199,5343.086821289062
2527,960.4248,2434.151,2.199,5352.697782714843
2528,960.5772,2433.264,2.196,5343.4475595703125
2529,960.7296,2434.8237,2.195,5344.438088378906
2530,960.882,2437.379,2.194,5347.6093203125
2531,961.0344,2404.3506,2.194,5275.145185546875
2532,961.1868,2407.84,2.193,5280.3933127441405
2533,961.3392,2417.6123,2.193,5301.823784179687
2534,961.4916,2429.9995,2.188,5316.838931640626
2535,961.644,2412.3555,2.184,5268.584343750001
2536,961.7964,2379.8389,2.175,5176.1495361328125
2537,961.9488,2380.4111,2.171,5167.872569335937
2538,962.1012,2381.509,2.163,5151.204038818359
2539,962.2536,2395.0122,2.164,5182.8064160156255
2540,962.406,2399.9873,2.164,5193.57252734375
2541,962.5584,2399.6086,2.164,5192.753102539063
2542,962.7108,2405.3896,2.164,5205.263199218751
2543,962.8632,2416.8506,2.164,5230.064667968751
2544,963.0156,2412.6516,2.164,5220.978086914063
2545,963.168,2403.92,2.164,5202.0827109375
2546,963.3204,2402.0303,2.164,5197.993511718751
2547,963.4728,2427.8762,2.164,5253.924141601563
2548,963.6252,2428.5942,2.164,5255.477931640626
2549,963.7776,2429.6443,2.164,5257.750237304688
2550,963.93,2429.7256,2.163,5255.496442382812
2551,964.0824,2429.0566,2.161,5249.191400390625
2552,964.2348,2407.1401,2.161,5201.829835449219
2553,964.3872,2407.0027,2.159,5196.718798095702
2554,964.5396,2408.344,2.159,5199.614683349609
2555,964.692,2383.5823,2.158,5143.770550292968
2556,964.8444,2374.3257,2.158,5123.794825195312
2557,964.9968,2365.9824,2.157,5103.424083984375
2558,965.1492,2368.4937,2.157,5108.840808105469
2559,965.3016,2373.1372,2.155,5114.110681152343
2560,965.454,2397.8208,2.154,5164.906004882812
2561,965.6064,2409.4236,2.153,5187.488976318359
2562,965.7588,2381.5952,2.153,5127.574497558594
2563,965.9112,2386.7705,2.156,5145.87721484375
2564,966.0636,2400.6348,2.163,5192.572998046875
2565,966.216,2406.8052,2.166,5213.140010742188
2566,966.3684,2418.5647,2.172,5253.122522460938
2567,966.5208,2352.561,2.12456,4998.157072851562
2568,966.6732,2399.3345,2.12374,5095.562592958985
2569,966.8256,2393.1973,2.1229,5080.518475195313
2570,966.978,2382.0708,2.1220800000000004,5054.944804921876
2571,967.1304,2379.1196,2.1213,5046.8264687988285
2572,967.2828,2375.8267,2.12054,5038.035465927735
2573,967.4352,2373.145,2.1199,5030.830126904297
2574,967.5876,2305.5159,2.11944,4886.402553691406
2575,967.74,2290.708,2.1191,4854.2393393554685
2576,967.8924,2286.702,2.1188,4845.063994824218
2577,968.0448,2352.4336,2.168,5100.076031250001
2578,968.1972,2355.8643,2.152,5069.8198828125005
2579,968.3496,2363.3567,2.145,5069.400098876953
2580,968.502,2371.0786,2.127,5043.284210449218
2581,968.6544,2333.0706,2.115,4934.444227294923
2582,968.8068,2319.0469,2.113,4900.146046875
2583,968.9592,2309.596,2.12,4896.343408203125
2584,969.1116,2303.0974,2.124,4891.778903320313
2585,969.264,2293.1616,2.131,4886.727414550781
2586,969.4164,2292.5273,2.135,4894.5458789062495
2587,969.5688,2309.5205,2.141,4944.683407226563
2588,969.7212,2313.185,2.142,4954.842395507812
2589,969.8736,2325.9878,2.144,4986.917828125001
2590,970.026,2332.3984,2.146,5005.327046875
2591,970.1784,2357.4858,2.155,5080.381984863281
2592,970.3308,2368.9814,2.158,5112.261958984374
2593,970.4832,2379.3452,2.153,5122.730247558594
2594,970.6356,2311.9116,2.137,4940.555134277344
2595,970.788,2271.482,2.11,4792.826879882812
2596,970.9404,2272.2817,2.097,4764.9748051757815
2597,971.0928,2284.8264,2.12772,4861.470861884765
2598,971.2452,2282.6426,2.1298600000000003,4861.709121445313
2599,971.3976,2313.5513,2.13204,4932.583848691406
2600,971.55,2303.524,2.1343,4916.4111147949225
2601,971.7024,2290.4373,2.1365600000000002,4893.656623378907
2602,971.8548,2277.7537,2.13884,4871.750642666016
2603,972.0072,2272.731,2.14046,4864.68970428711
2604,972.1596,2272.5605,2.14184,4867.46108171875
2605,972.312,2271.838,2.14312,4868.82122015625
2606,972.4644,2272.6436,2.14438,4873.411385800781
2607,972.6168,2273.422,2.14556,4877.7635619433595
2608,972.7692,2276.0718,2.1467,4886.0432844238285
2609,972.9216,2277.9783,2.14798,4893.051767583008
2610,973.074,2292.4905,2.14942,4927.524884331055
2611,973.2264,2282.0093,2.15104,4908.6932359375005
2612,973.3788,2203.3699,2.103,4633.686843017578
2613,973.5312,2192.2502,2.106,4616.879014160156
2614,973.6836,2176.0728,2.114,4600.217801757813
2615,973.836,2175.4946,2.118,4607.697624023437
2616,973.9884,2226.771,2.129,4740.795450683594
2617,974.1408,2231.3132,2.135,4763.853751220703
2618,974.2932,2281.1816,2.137,4874.885166015625
2619,974.4456,2292.684,2.138,4901.7585673828125
2620,974.598,2292.6475,2.141,4908.558213867187
2621,974.7504,2324.7253,2.142,4979.561682128906
2622,974.9028,2330.9556,2.148,5006.892556640625
2623,975.0552,2337.7874,2.155,5037.931746826172
2624,975.2076,2332.219,2.158,5032.928589355469
2625,975.36,2266.177,2.158,4890.409970214843
2626,975.5124,2252.0293,2.156,4855.3751640625005
2627,975.6648,2248.6821,2.154,4843.661305664063
2628,975.8172,2247.0088,2.153,4837.809922851563
2629,975.9696,2244.6338,2.151,4828.207280273437
2630,976.122,2245.175,2.149,4824.881179931641
2631,976.2744,2245.934,2.145,4817.528605957032
2632,976.4268,2243.9465,2.143,4808.777420654296
2633,976.5792,2290.528,2.143,4908.601667236328
2634,976.7316,2299.8894,2.144,4930.9628828125005
2635,976.884,2302.4604,2.145,4938.777663574218
2636,977.0364,2302.7278,2.146,4941.653822753906
2637,977.1888,2292.5771,2.145,4917.577983398438
2638,977.3412,2299.7458,2.152,4949.053068359375
2639,977.4936,2315.7107,2.165,5013.513651123047
2640,977.646,2325.1206,2.172,5050.161955078125
2641,977.7984,2276.282,2.173,4946.360747802734
2642,977.9508,2275.9033,2.173,4945.537915039063
2643,978.1032,2279.8062,2.176,4960.8581875
2644,978.2556,2290.7434,2.181,4996.111373291015
2645,978.408,2294.8975,2.181,5005.171362304688
2646,978.5604,2303.5627,2.182,5026.373907714844
2647,978.7128,2306.6304,2.182,5033.067469726562
2648,978.8652,2300.0635,2.181,5016.438442382812
2649,979.0176,2296.7275,2.18,5006.86603515625
2650,979.17,2289.4062,2.178,4986.3268124999995
2651,979.3224,2284.7966,2.177,4974.002265380859
2652,979.4748,2242.0996,2.149,4818.272060546875
2653,979.6272,2227.609,2.14,4767.083017578126
2654,979.7796,2219.1604,2.137,4742.345775634765
2655,979.932,2244.671,2.138,4799.106380859374
2656,980.0844,2253.7825,2.141,4825.348269775391
2657,980.2368,2260.5378,2.142,4842.072057128906
2658,980.3892,2284.2112,2.153,4917.906674072266
2659,980.5416,2303.579,2.163,4982.641596679687
2660,980.694,2303.6958,2.179,5019.7531499023435
2661,980.8464,2315.4976,2.184,5057.046667968751
2662,980.9988,2334.8657,2.193,5120.360529785156
2663,981.1512,2347.412,2.198,5159.61181640625
2664,981.3036,2340.0798,2.196,5138.815315429688
2665,981.456,2355.6626,2.192,5163.612414062501
2666,981.6084,2357.7202,2.189,5161.049550292969
2667,981.7608,2363.4688,2.185,5164.1792187500005
2668,981.9132,2369.7388,2.185,5177.879211425781
2669,982.0656,2382.3225,2.188,5212.521651367188
2670,982.218,2404.8726,2.19,5266.670903320312
2671,982.3704,2403.4556,2.19,5263.567690429687
2672,982.5228,2416.4924,2.19,5292.118425292969
2673,982.6752,2381.6963,2.19,5215.914873046875
2674,982.8276,2354.697,2.183,5140.30359790039
2675,982.98,2349.7295,2.17,5098.912998046875
2676,983.1324,2345.0198,2.163,5072.277774169921
2677,983.2848,2328.165,2.149,5003.226668945313
2678,983.4372,2327.729,2.147,4997.634171386719
2679,983.5896,2328.695,2.148,5002.037006835938
2680,983.742,2332.1777,2.148,5009.5177734375
2681,983.8944,2338.519,2.149,5025.477423339844
2682,984.0468,2343.9028,2.15,5039.391088867187
2683,984.1992,2342.975,2.15,5037.396459960937
2684,984.3516,2336.6406,2.15,5023.77734375
2685,984.504,2334.5227,2.15,5019.223815917969
2686,984.6564,2328.7615,2.151,5009.165931884765
2687,984.8088,2383.0144,2.151,5125.863983642577
2688,984.9612,2356.5396,2.152,5071.2731132812505
2689,985.1136,2370.8347,2.153,5104.407145263672
2690,985.266,2381.1353,2.154,5128.965336914062
2691,985.4184,2382.2773,2.154,5131.4253984375
2692,985.5708,2388.8472,2.158,5155.132188476562
2693,985.7232,2389.523,2.16,5161.3695703125
2694,985.8756,2389.5405,2.164,5170.9657011718755
2695,986.028,2389.0024,2.165,5172.190285644531
2696,986.1804,2437.6907,2.165,5277.600308837891
2697,986.3328,2440.1892,2.164,5280.569448242188
2698,986.4852,2403.1433,2.163,5197.99898071289
2699,986.6376,2413.773,2.163,5220.990889160155
2700,986.79,2408.8867,2.162,5208.013085937499
2701,986.9424,2432.205,2.162,5258.42737890625
2702,987.0948,2452.9734,2.16,5298.42251953125
2703,987.2472,2459.3528,2.159,5309.742658935546
2704,987.3996,2422.404,2.156,5222.703137695313
2705,987.552,2404.6567,2.154,5179.630614257812
2706,987.7044,2395.0337,2.153,5156.507537597657
2707,987.8568,2385.6462,2.15,5129.139416503906
2708,988.0092,2378.789,2.146,5104.8813281249995
2709,988.1616,2373.7368,2.139,5077.423050292969
2710,988.314,2371.2573,2.136,5065.00564453125
2711,988.4664,2366.3838,2.129,5038.031086914062
2712,988.6188,2362.6821,2.125,5020.699523925781
2713,988.7712,2363.355,2.122,5015.039268554688
2714,988.9236,2363.0264,2.122,5014.341951171875
2715,989.076,2389.5632,2.121,5068.263615966797
2716,989.2284,2389.9517,2.121,5069.087471191407
2717,989.3808,2395.7231,2.121,5081.328789550781
2718,989.5332,2394.627,2.117,5069.425259765625
2719,989.6856,2389.2812,2.114,5050.9405625
2720,989.838,2385.6675,2.112,5038.52971875
2721,989.9904,2384.9175,2.109,5029.790966308594
2722,990.1428,2383.8862,2.107,5022.848287597657
2723,990.2952,2376.747,2.103,4998.299088867188
2724,990.4476,2378.9375,2.108,5014.80025
2725,990.6,2380.8403,2.118,5042.6198232421875
2726,990.7524,2394.6494,2.128,5095.813953125
2727,990.9048,2393.601,2.133,5105.551091308594
2728,991.0572,2386.4814,2.14,5107.07029296875
2729,991.2096,2379.0571,2.14,5091.182255859375
2730,991.362,2415.2874,2.139,5166.299649169921
2731,991.5144,2431.0952,2.139,5200.112664550781
2732,991.6668,2454.8403,2.138,5248.448629882812
2733,991.8192,2470.1685,2.138,5281.220161132812
2734,991.9716,2466.8677,2.13,5254.428149414062
2735,992.124,2460.7974,2.126,5231.655194335937
2736,992.2764,2448.4832,2.12,5190.784287109375
2737,992.4288,2443.814,2.118,5175.997977539062
2738,992.5812,2432.9321,2.113,5140.785588378906
2739,992.7336,2432.3918,2.114,5142.076361816406
2740,992.886,2435.9731,2.116,5154.5191738281255
2741,993.0384,2438.8748,2.117,5163.097858154297
2742,993.1908,2442.2756,2.12,5177.624345703125
2743,993.3432,2441.4258,2.121,5178.26408203125
2744,993.4956,2455.1917,2.134,5239.378981933593
2745,993.648,2412.2354,2.141,5164.595887695313
2746,993.8004,2424.1812,2.148,5207.141115234375
2747,993.9528,2424.9912,2.15,5213.731103515624
2748,994.1052,2424.3071,2.15,5212.260327148438
2749,994.2576,2428.336,2.154,5230.635609375
2750,994.41,2431.7717,2.157,5245.331618408203
2751,994.5624,2448.6577,2.168,5308.68992578125
2752,994.7148,2455.7432,2.172,5333.87415234375
2753,994.8672,2509.7363,2.174,5456.16677734375
2754,995.0196,2508.9648,2.174,5454.489570312499
2755,995.172,2403.004,2.1212400000000002,5097.348006093751
2756,995.3244,2391.1514,2.11836,5065.319410195312
2757,995.4768,2380.3782,2.11554,5035.7852418603525
2758,995.6292,2370.331,2.1127800000000003,5007.988045722657
2759,995.7816,2359.1,2.11002,4977.748388056641
2760,995.934,2348.1995,2.10734,4948.45465612793
2761,996.0864,2338.127,2.10496,4921.66371125
2762,996.2388,2330.373,2.10276,4900.2152280468745
2763,996.3912,2376.845,2.10088,4993.466062050781
2764,996.5436,2329.773,2.0991599999999995,4890.56618408203
2765,996.696,2277.1113,2.0976199999999996,4776.514264101562
2766,996.8484,2267.7388,2.09626,4753.770073017578
2767,997.0008,2269.459,2.0951,4754.743518164062
2768,997.1532,2283.4219,2.09404,4781.576743125001
2769,997.3056,2362.4966,2.0930400000000002,4944.799846054688
2770,997.458,2327.1177,2.09224,4868.888685976563
2771,997.6104,2298.175,2.09166,4807.000822631836
2772,997.7628,2263.6829,2.0912,4733.813599609375
