,DEPTH,VP,RHOB,PHI,AI,CHECKSHOT
514,78.3336,,,,,676.5980971128608
515,78.486,,,,,676.5980971128608
516,78.6384,,,,,676.5980971128608
517,78.7908,,,,,676.5980971128608
518,78.9432,,,,,676.5980971128608
519,79.0956,,,,,676.5980971128608
520,79.248,,,,,676.5980971128608
521,79.4004,,,,,676.5980971128608
522,79.5528,,,,,676.5980971128608
523,79.7052,,,,,676.5980971128608
524,79.8576,,,,,676.5980971128608
525,80.01,,,,,676.5980971128608
526,80.1624,,,,,676.5980971128608
527,80.3148,,,,,676.5980971128608
528,80.4672,,,,,676.5980971128608
529,80.6196,,,,,676.5980971128608
530,80.772,,,,,676.5980971128608
531,80.9244,,,,,676.5980971128608
532,81.0768,,,,,676.5980971128608
533,81.2292,,,,,676.5980971128608
534,81.3816,,,,,676.5980971128608
535,81.534,,,,,676.5980971128608
536,81.6864,,,,,676.5980971128608
537,81.8388,,,,,676.5980971128608
538,81.9912,,,,,676.5980971128608
539,82.1436,,,,,676.5980971128608
540,82.296,,,,,676.5980971128608
541,82.4484,,,,,676.5980971128608
542,82.6008,,,,,676.5980971128608
543,82.7532,,,,,676.5980971128608
544,82.9056,,,,,676.5980971128608
545,83.058,,,,,676.5980971128608
546,83.2104,,,,,676.5980971128608
547,83.3628,,,,,676.5980971128608
548,83.5152,,,,,676.5980971128608
549,83.6676,,,,,676.5980971128608
550,83.82,,,,,676.5980971128608
551,83.9724,,,,,676.5980971128608
552,84.1248,,,,,676.5980971128608
553,84.2772,,,,,676.5980971128608
554,84.4296,,,,,676.5980971128608
555,84.582,,,,,676.5980971128608
556,84.7344,,,,,676.5980971128608
557,84.8868,,,,,676.5980971128608
558,85.0392,,,,,676.5980971128608
559,85.1916,,,,,676.5980971128608
560,85.344,,,,,676.5980971128608
561,85.4964,,,,,676.5980971128608
562,85.6488,,,,,676.5980971128608
563,85.8012,,,,,676.5980971128608
564,85.9536,,,,,676.5980971128608
565,86.106,,,,,676.5980971128608
566,86.2584,,,,,676.5980971128608
567,86.4108,,,,,676.5980971128608
568,86.5632,,,,,676.5980971128608
569,86.7156,,,,,676.5980971128608
570,86.868,,,,,676.5980971128608
571,87.0204,,,,,676.5980971128608
572,87.1728,,,,,676.5980971128608
573,87.3252,,,,,676.5980971128608
574,87.4776,,,,,676.5980971128608
575,87.63,,,,,676.5980971128608
576,87.7824,,,,,676.5980971128608
577,87.9348,,,,,676.5980971128608
578,88.0872,,,,,676.5980971128608
579,88.2396,,,,,676.5980971128608
580,88.392,,,,,676.5980971128608
581,88.5444,,,,,676.5980971128608
582,88.6968,,,,,676.5980971128608
583,88.8492,,,,,676.5980971128608
584,89.0016,,,,,676.5980971128608
585,89.154,,,,,676.5980971128608
586,89.3064,,,,,676.5980971128608
587,89.4588,,,,,676.5980971128608
588,89.6112,,,,,676.5980971128608
589,89.7636,,,,,676.5980971128608
590,89.916,,,,,676.5980971128608
591,90.0684,,,,,676.5980971128608
592,90.2208,,,,,676.5980971128608
593,90.3732,,,,,676.5980971128608
594,90.5256,,,,,676.5980971128608
595,90.678,,,,,676.5980971128608
596,90.8304,,,,,676.5980971128608
597,90.9828,,,,,676.5980971128608
598,91.1352,,,,,676.5980971128608
599,91.2876,,,,,676.5980971128608
600,91.44,,,,,676.5980971128608
601,91.5924,,,,,676.5980971128608
602,91.7448,,,,,676.5980971128608
603,91.8972,,,,,676.5980971128608
604,92.0496,,,,,676.5980971128608
605,92.202,,,,,676.5980971128608
606,92.3544,,,,,676.5980971128608
607,92.5068,,,,,676.5980971128608
608,92.6592,,,,,676.5980971128608
609,92.8116,,,,,676.5980971128608
610,92.964,,,,,676.5980971128608
611,93.1164,,,,,676.5980971128608
612,93.2688,,,,,676.5980971128608
613,93.4212,,,,,676.5980971128608
614,93.5736,,,,,676.5980971128608
615,93.726,,,,,676.5980971128608
616,93.8784,,,,,676.5980971128608
617,94.0308,,,,,676.5980971128608
618,94.1832,,,,,676.5980971128608
619,94.3356,,,,,676.5980971128608
620,94.488,,,,,676.5980971128608
621,94.6404,,,,,676.5980971128608
622,94.7928,,,,,676.5980971128608
623,94.9452,,,,,676.5980971128608
624,95.0976,,,,,676.5980971128608
625,95.25,,,,,676.5980971128608
626,95.4024,,,,,676.5980971128608
627,95.5548,,,,,676.5980971128608
628,95.7072,,,,,676.5980971128608
629,95.8596,,,,,676.5980971128608
630,96.012,,,,,676.5980971128608
631,96.1644,,,,,676.5980971128608
632,96.3168,,,,,676.5980971128608
633,96.4692,,,,,676.5980971128608
634,96.6216,,,,,676.5980971128608
635,96.774,,,,,676.5980971128608
636,96.9264,,,,,676.5980971128608
637,97.0788,,,,,676.5980971128608
638,97.2312,,,,,676.5980971128608
639,97.3836,,,,,676.5980971128608
640,97.536,,,,,676.5980971128608
641,97.6884,,,,,676.5980971128608
642,97.8408,,,,,676.5980971128608
643,97.9932,,,,,676.5980971128608
644,98.1456,,,,,676.5980971128608
645,98.298,,,,,676.5980971128608
646,98.4504,6548.518228322779,,,,676.5980971128608
647,98.6028,6544.742273391044,,,,676.5980971128608
648,98.7552,6537.692658823386,,,,676.5980971128608
649,98.9076,6471.562908900025,,,,676.5980971128608
650,99.06,6439.5285414376585,,,,676.5980971128608
651,99.2124,6441.854299133948,,,,676.5980971128608
652,99.3648,6443.373382172388,,,,676.5980971128608
653,99.5172,6446.117578841978,,,,676.5980971128608
654,99.6696,6447.26906455199,,,,676.5980971128608
655,99.822,6448.838989235304,,,,676.5980971128608
656,99.9744,6451.176144218279,,,,676.5980971128608
657,100.1268,6451.176144218279,,,,676.5980971128608
658,100.2792,6451.176144218279,,,,676.5980971128608
659,100.4316,6452.695227256718,,,,676.5980971128608
660,100.584,6453.486834023741,,,,676.5980971128608
661,100.7364,6456.890588743121,,,,676.5980971128608
662,100.8888,6457.250467686113,,,,676.5980971128608
663,101.0412,6452.6918155848425,,,,676.5980971128608
664,101.1936,6454.616482698912,,,,676.5980971128608
665,101.346,6451.790661275352,,,,676.5980971128608
666,101.4984,6451.363280728468,,,,676.5980971128608
667,101.6508,6461.6771251702585,,,,676.5980971128608
668,101.8032,6497.157834017765,,,,676.5980971128608
669,101.9556,6531.102534478594,,,,676.5980971128608
670,102.108,6543.913043829319,,,,676.5980971128608
671,102.2604,6598.038637036615,,,,676.5980971128608
672,102.4128,6508.230316806155,,,,676.5980971128608
673,102.5652,6471.978797127895,,,,676.5980971128608
674,102.7176,6492.915494444966,,,,676.5980971128608
675,102.87,6551.356199554528,,,,676.5980971128608
676,103.0224,6611.1921888822235,,,,676.5980971128608
677,103.1748,6659.268552038919,,,,676.5980971128608
678,103.3272,6705.004552194702,,,,676.5980971128608
679,103.4796,6749.935052338546,,,,676.5980971128608
680,103.632,6787.449402548154,,,,676.5980971128608
681,103.7844,6822.0429212672725,,,,676.5980971128608
682,103.9368,7027.089337175793,,,,676.5980971128608
683,104.0892,6820.449476813963,,,,676.5980971128608
684,104.2416,6731.365261746632,,,,676.5980971128608
685,104.394,6695.547400116958,,,,676.5980971128608
686,104.5464,6692.744290009106,,,,676.5980971128608
687,104.6988,6463.729744074894,,,,676.5980971128608
688,104.8512,6314.643495248692,,,,676.5980971128608
689,105.0036,6252.663198739248,,,,676.5980971128608
690,105.156,5994.158644597477,,,,676.5980971128608
691,105.3084,5862.930717941802,,,,676.5980971128608
692,105.4608,5446.426040034804,,,,676.5980971128608
693,105.6132,5428.778658944077,,,,676.5980971128608
694,105.7656,4993.534374844752,,,,676.5980971128608
695,105.918,4955.831917759596,,,,676.4212598425197
696,106.0704,5541.818181818182,,,,608.5082020997374
697,106.2228,5442.857142857143,,,,553.5075459317585
698,106.3752,5504.2889390519185,,,,553.5075459317585
699,106.5276,5522.939769515112,,,,553.5075459317585
700,106.68,5522.939769515112,,,,553.5075459317585
701,106.8324,5482.606036622657,,,,553.5075459317585
702,106.9848,5522.939769515112,,,,553.5075459317585
703,107.1372,5464.226170201323,,,,553.5075459317585
704,107.2896,5464.226170201323,,,,553.5075459317585
705,107.442,5464.226170201323,,,,553.5075459317585
706,107.5944,5442.857142857143,,,,553.5075459317585
707,107.7468,5424.645831850217,,,,553.5075459317585
708,107.8992,5482.606036622657,,,,553.5075459317585
709,108.0516,5464.226170201323,,,,553.5075459317585
710,108.204,5482.606036622657,,,,553.5075459317585
711,108.3564,5424.645831850217,,,,553.5075459317585
712,108.5088,5482.606036622657,,,,553.5075459317585
713,108.6612,5464.226170201323,,,,553.5075459317585
714,108.8136,5464.226170201323,,,,553.5075459317585
715,108.966,5442.857142857143,,,,553.5075459317585
716,109.1184,5464.226170201323,,,,553.5075459317585
717,109.2708,5482.606036622657,,,,553.5075459317585
718,109.4232,5442.857142857143,,,,553.5075459317585
719,109.5756,5464.226170201323,,,,553.5075459317585
720,109.728,5442.857142857143,,,,553.5075459317585
721,109.8804,5406.6518847006655,,,,553.5075459317585
722,110.0328,5482.606036622657,,,,553.5075459317585
723,110.1852,5464.226170201323,,,,553.5075459317585
724,110.3376,5522.939769515112,,,,553.5075459317585
725,110.49,5482.606036622657,,,,553.5075459317585
726,110.6424,5482.606036622657,,,,553.5075459317585
727,110.7948,5482.606036622657,,,,553.5075459317585
728,110.9472,5482.606036622657,,,,553.5075459317585
729,111.0996,5504.2889390519185,,,,553.5075459317585
730,111.252,5504.2889390519185,,,,553.5075459317585
731,111.4044,5464.226170201323,,,,553.5075459317585
732,111.5568,5785.670739147894,,,,553.5075459317585
733,111.7092,5442.857142857143,,,,553.5075459317585
734,111.8616,5504.2889390519185,,,,553.5075459317585
735,112.014,4960.2103104216785,,,,553.5075459317585
736,112.1664,5038.417967934077,,,,553.5075459317585
737,112.3188,4974.60043366779,,,,553.5075459317585
738,112.4712,4910.555242360238,,,,553.5075459317585
739,112.6236,4848.526532909699,,,,553.5075459317585
740,112.776,4785.462659283326,,,,553.5075459317585
741,112.9284,4772.182569153485,,,,553.5075459317585
742,113.0808,4771.755188606601,,,,553.5075459317585
743,113.2332,4771.390962386462,,,,553.5075459317585
744,113.3856,4770.59935561944,,,,553.5075459317585
745,113.538,4770.2351293993015,,,,553.5075459317585
746,113.6904,4770.595008342293,,,,553.5075459317585
747,113.8428,4770.230782122155,,,,553.5075459317585
748,113.9952,4770.595008342292,,,,553.5075459317585
749,114.1476,4770.595008342293,,,,553.5075459317585
750,114.3,4769.435804246843,,,,553.5075459317585
751,114.4524,4769.435804246844,,,,553.5075459317585
752,114.6048,4769.435804246844,,,,553.5075459317585
753,114.7572,4769.435804246844,,,,553.5075459317585
754,114.9096,4769.00842369996,,,,553.5075459317585
755,115.062,4769.435804246844,,,,553.5075459317585
756,115.2144,4769.008423699961,,,,553.5075459317585
757,115.3668,4769.00842369996,,,,553.5075459317585
758,115.5192,4769.372649920098,,,,553.5075459317585
