,DEPTH,TVD,GR,NPHI,PHIF,RHOB,RT,VP,AI
5023,1340.8152,855.5776,109.965,0.3511,,2.193,2.632,[2355.8276],[5166.33]
5024,1340.9677,855.5932,112.086,0.3815,,2.192,2.632,[2340.5178],[5130.415]
5025,1341.12,855.6088,113.147,0.3845,,2.193,2.632,[2338.413],[5128.14]
5026,1341.2723,855.6245,115.268,0.385,,2.194,2.632,[2335.0605],[5123.123]
5027,1341.4248,855.6401,116.329,0.3852,,2.195,2.632,[2331.4385],[5117.5073]
5028,1341.5771,855.6557,114.081,0.3896,,2.197,2.641,[2331.555],[5122.4263]
5029,1341.7296,855.6713,111.823,0.391,,2.197,2.645,[2328.2095],[5115.076]
5030,1341.882,855.687,107.308,0.391,,2.198,2.654,[2326.5483],[5113.753]
5031,1342.0344,855.7026,105.05,0.391,,2.199,2.658,[2326.976],[5117.02]
5032,1342.1868,855.7182,103.377,0.391,,2.201,2.635,[2352.2192],[5177.2344]
5033,1342.3392,855.7338,101.943,0.391,,2.203,2.61,[2347.3596],[5171.2334]
5034,1342.4916,855.7495,99.075,0.391,,2.206,2.562,[2336.352],[5153.9927]
5035,1342.644,855.7651,97.641,0.391,,2.208,2.552,[2200.4355],[4858.5615]
5036,1342.7964,855.7807,100.013,0.3612,,2.203,2.565,[2322.212],[5115.833]
5037,1342.9489,855.7961,102.675,0.3613,,2.2,2.571,[2332.2021],[5130.8447]
5038,1343.1012,855.8115,107.998,0.3615,,2.181,2.584,[2290.1418],[4994.7993]
5039,1343.2535,855.8268,108.965,0.3644,,2.169,2.59,[2273.8438],[4931.967]
5040,1343.406,855.8422,108.507,0.3668,,2.164,2.593,[2265.876],[4903.3555]
5041,1343.5583,855.8575,107.592,0.3732,,2.154,2.6,[2253.559],[4854.1665]
5042,1343.7108,855.8729,107.134,0.3764,,2.149,2.603,[2246.3572],[4827.4214]
5043,1343.8632,855.8882,107.106,0.4226,,2.14,2.618,[2256.2114],[4828.2925]
5044,1344.0156,855.9036,107.366,0.4631,,2.131,2.63,[2263.419],[4823.3457]
5045,1344.168,855.919,107.887,0.4631,,2.116,2.656,[2242.5305],[4745.1943]
5046,1344.3204,855.9344,108.148,0.4631,,2.107,2.668,[2229.5056],[4697.5684]
5047,1344.4728,855.9497,105.069,0.4949,,2.098,2.681,[2233.1572],[4685.164]
5048,1344.6252,855.9651,101.8,0.4989,,2.095,2.684,[2231.074],[4674.1]
5049,1344.7776,855.9805,95.263,0.4944,,2.09,2.692,[2220.3516],[4640.5347]
5050,1344.9301,855.9958,91.994,0.4921,,2.088,2.695,[2199.7812],[4593.1436]
5051,1345.0824,856.0112,90.161,0.4108,,2.083,2.712,[2174.1843],[4528.8257]
5052,1345.2347,856.0266,88.531,0.3826,,2.08,2.729,[2158.1594],[4488.9717]
5053,1345.3872,856.0419,85.27,0.3927,,2.076,2.762,[2159.8035],[4483.752]
5054,1345.5396,856.0573,83.64,0.3978,,2.072,2.778,[2158.5298],[4472.4736]
5055,1345.692,856.0726,84.828,0.476,,2.069,2.795,[2195.2793],[4542.0327]
5056,1345.8444,856.088,86.274,0.5104,,2.069,2.808,[2161.7578],[4472.677]
5057,1345.9968,856.1034,89.165,0.5104,,2.07,2.834,[2163.2065],[4477.8374]
5058,1346.1492,856.1188,90.611,0.5104,,2.071,2.848,[2164.793],[4483.2866]
5059,1346.3016,856.1342,94.761,0.3719,,2.072,2.872,[2132.9062],[4419.382]
5060,1346.454,856.1495,102.329,0.3706,,2.063,2.913,[2159.7473],[4455.5586]
5061,1346.6064,856.1649,106.113,0.3699,,2.057,2.933,[2131.772],[4385.0547]
5062,1346.7588,856.1802,106.858,0.3596,,2.049,2.972,[2116.4292],[4336.5635]
5063,1346.9113,856.1956,105.378,0.351,,2.054,3.0,[2118.5918],[4351.5874]
5064,1347.0636,856.2109,102.42,0.3561,,2.063,3.054,[2152.9866],[4441.6113]
5065,1347.2159,856.2263,100.94,0.3587,,2.069,3.081,[2154.297],[4457.2407]
5066,1347.3684,856.2417,98.521,0.3837,,2.079,3.102,[2167.0332],[4505.262]
5067,1347.5208,856.257,97.113,0.4063,,2.082,3.104,[2174.9092],[4528.161]
5068,1347.6732,856.2724,94.297,0.4063,,2.088,3.108,[2197.3176],[4587.9995]
5069,1347.8256,856.2878,92.889,0.4063,,2.092,3.11,[2204.6882],[4612.208]
5070,1347.978,856.3029,92.693,0.46,,2.091,3.147,[2232.438],[4668.028]
5071,1348.1304,856.3181,93.595,0.5137,,2.087,3.182,[2256.1396],[4708.563]
5072,1348.2828,856.3333,95.398,0.5172,,2.077,3.252,[2191.738],[4552.2397]
5073,1348.4352,856.3484,96.3,0.5172,,2.071,3.287,[2182.2593],[4519.459]
5074,1348.5876,856.3635,97.808,0.4025,,2.072,3.346,[2163.8376],[4483.4717]
5075,1348.74,856.3787,99.214,0.3566,,2.079,3.374,[2157.0864],[4484.5825]
5076,1348.8925,856.3938,102.026,0.3562,,2.094,3.43,[2190.4595],[4586.8223]
5077,1349.0448,856.4089,103.431,0.356,,2.108,3.458,[2215.4492],[4670.167]
5078,1349.1971,856.4241,103.266,0.3467,,2.124,3.485,[2230.3765],[4737.32]
5079,1349.3496,856.4393,102.806,0.342,,2.127,3.506,[2229.4756],[4742.0947]
5080,1349.502,856.4544,101.886,0.3524,,2.131,3.548,[2235.063],[4762.9194]
5081,1349.6544,856.4695,101.285,0.3592,,2.138,3.575,[2244.3235],[4798.364]
5082,1349.8068,856.4847,98.42,0.3994,,2.138,3.617,[2249.8413],[4810.1606]
5083,1349.9592,856.4999,92.692,0.4232,,2.15,3.701,[2299.582],[4944.1016]
5084,1350.1116,856.515,89.827,0.4232,,2.156,3.743,[2307.8108],[4975.6396]
5085,1350.264,856.5302,89.909,0.4443,,2.164,3.782,[2330.4653],[5043.127]
5086,1350.4164,856.5453,91.824,0.4638,,2.165,3.796,[2343.59],[5073.8726]
5087,1350.5688,856.5604,95.654,0.4624,,2.167,3.823,[2347.3633],[5086.7363]
5088,1350.7212,856.5756,97.569,0.4617,,2.167,3.837,[2348.3625],[5088.902]
5089,1350.8737,856.5908,100.677,0.4405,,2.169,3.852,[2322.2131],[5036.88]
5090,1351.026,856.6059,102.375,0.4198,,2.169,3.858,[2320.4546],[5033.066]
5091,1351.1783,856.621,105.77,0.4234,,2.169,3.869,[2339.9023],[5075.248]
5092,1351.3308,856.6362,107.468,0.4274,,2.169,3.874,[2350.7524],[5098.7817]
5093,1351.4832,856.6513,109.314,0.4551,,2.17,3.879,[2375.765],[5155.41]
5094,1351.6356,856.6665,109.749,0.4795,,2.17,3.879,[2362.4941],[5126.6123]
5095,1351.788,856.6816,110.619,0.4824,,2.178,3.879,[2373.516],[5169.518]
5096,1351.9404,856.6968,111.053,0.4824,,2.183,3.879,[2379.365],[5194.154]
5097,1352.0928,856.7119,109.42,0.3774,,2.186,3.93,[2329.149],[5091.52]
5098,1352.2452,856.7271,107.384,0.3299,,2.179,3.981,[2313.6987],[5041.5493]
5099,1352.3976,856.7422,103.312,0.3299,,2.165,4.084,[2274.6492],[4924.615]
5100,1352.55,856.7574,100.742,0.3299,,2.156,4.151,[2249.838],[4850.6504]
5101,1352.7024,856.7725,101.35,0.3299,,2.158,4.036,[2255.5383],[4867.4517]
5102,1352.8549,856.7877,102.565,0.3348,,2.165,3.807,[2273.2427],[4921.5703]
5103,1353.0072,856.8031,103.172,0.3397,,2.169,3.693,[2283.9753],[4953.9424]
5104,1353.1595,856.8185,103.997,0.3463,,2.171,3.533,[2294.138],[4980.573]
5105,1353.312,856.8339,105.589,0.3463,,2.169,3.533,[2299.8179],[4988.3047]
5106,1353.4644,856.8493,108.771,0.4034,,2.164,3.533,[2338.832],[5061.2324]
5107,1353.6168,856.8647,110.363,0.4319,,2.162,3.533,[2330.8086],[5039.208]
5108,1353.7692,856.8801,112.677,0.4516,,2.16,3.533,[2337.9011],[5049.8667]
5109,1353.9216,856.8956,108.428,0.4516,,2.151,3.525,[2344.8877],[5043.8535]
5110,1354.074,856.911,99.93,0.523,,2.133,3.51,[2253.1003],[4805.863]
5111,1354.2264,856.9264,95.681,0.5587,,2.125,3.502,[2266.5388],[4816.395]
5112,1354.3788,856.9418,94.016,0.5868,,2.117,3.491,[2255.6956],[4775.3076]
5113,1354.5312,856.9573,95.699,0.556,,2.111,3.477,[2247.3528],[4744.1616]
5114,1354.6836,856.9727,99.064,0.4943,,2.1,3.449,[2232.865],[4689.016]
5115,1354.8359,856.9881,100.747,0.4635,,2.098,3.436,[2275.4014],[4773.792]
5116,1354.9884,857.0035,102.869,0.4597,,2.091,3.397,[2243.1958],[4690.5225]
5117,1355.1407,857.0189,103.504,0.441,,2.084,3.371,[2228.0112],[4643.176]
5118,1355.2932,857.0344,104.774,0.4036,,2.071,3.32,[2199.0127],[4554.1553]
5119,1355.4456,857.0497,105.409,0.3951,,2.072,3.294,[2199.3057],[4556.9614]
5120,1355.598,857.0652,105.7,0.3922,,2.104,3.239,[2240.2554],[4713.4976]
5121,1355.7504,857.0806,105.036,0.3865,,2.126,3.18,[2262.121],[4809.269]
5122,1355.9028,857.096,104.704,0.3843,,2.13,3.151,[2264.4153],[4823.2046]
5123,1356.0552,857.1115,104.269,0.3843,,2.135,3.092,[2268.5737],[4843.405]
5124,1356.2076,857.1268,105.221,0.3701,,2.141,3.089,[2273.9854],[4868.6025]
5125,1356.36,857.1423,107.127,0.3416,,2.152,3.024,[2283.601],[4914.3096]
5126,1356.5125,857.1577,108.079,0.329,,2.152,2.991,[2282.2024],[4911.2993]
5127,1356.6648,857.1731,109.422,0.3363,,2.167,2.945,[2312.0771],[5010.2715]
5128,1356.8171,857.1885,108.622,0.3437,,2.174,2.949,[2320.6548],[5045.1035]
5129,1356.9696,857.2039,107.021,0.3585,,2.188,2.957,[2337.8599],[5115.2373]
5130,1357.1219,857.2194,106.22,0.3601,,2.19,2.961,[2337.0938],[5118.2354]
5131,1357.2744,857.2348,106.025,0.3627,,2.192,2.967,[2339.98],[5129.236]
5132,1357.4268,857.2502,106.426,0.3653,,2.171,2.948,[2316.352],[5028.8003]
5133,1357.5792,857.2656,107.227,0.3694,,2.154,2.91,[2300.72],[4955.751]
5134,1357.7316,857.281,107.628,0.3694,,2.14,2.892,[2284.8164],[4889.5073]
5135,1357.884,857.2964,107.79,0.3606,,2.113,2.862,[2246.653],[4747.1777]
5136,1358.0364,857.312,107.921,0.3518,,2.108,2.851,[2236.524],[4714.5923]
5137,1358.1888,857.3276,108.183,0.344,,2.1,2.831,[2223.7573],[4669.89]
5138,1358.3412,857.3433,108.315,0.344,,2.099,2.821,[2223.1628],[4666.419]
5139,1358.4937,857.3588,108.909,0.3567,,2.13,2.817,[2272.2344],[4839.8594]
5140,1358.646,857.3745,109.481,0.3631,,2.138,2.823,[2288.6719],[4893.1807]
5141,1358.7983,857.39,110.624,0.3712,,2.135,2.834,[2263.3074],[4832.161]
5142,1358.9508,857.4056,110.858,0.3757,,2.134,2.841,[2263.305],[4829.893]
5143,1359.1031,857.4212,110.802,0.3764,,2.133,2.806,[2261.6836],[4824.171]
5144,1359.2556,857.4368,110.69,0.391,,2.137,2.734,[2274.2168],[4860.0015]
5145,1359.408,857.4525,110.643,0.3971,,2.139,2.699,[2280.2466],[4877.4473]
5146,1359.5604,857.468,105.245,0.3821,,2.143,2.672,[2282.7563],[4891.947]
5147,1359.7128,857.4836,102.546,0.3747,,2.143,2.668,[2265.0544],[4854.011]
5148,1359.8652,857.4993,97.148,0.3597,,2.138,2.658,[2263.4673],[4839.293]
5149,1360.0176,857.5148,96.674,0.3584,,2.134,2.653,[2260.334],[4823.5527]
5150,1360.17,857.5305,100.162,0.3765,,2.126,2.644,[2261.8547],[4808.703]
5151,1360.3224,857.546,101.906,0.3856,,2.121,2.639,[2239.0823],[4749.0938]
5152,1360.4749,857.5616,104.54,0.3817,,2.12,2.628,[2249.4373],[4768.8066]
5153,1360.6272,857.5772,103.814,0.3817,,2.114,2.623,[2238.0063],[4731.1455]
5154,1360.7795,857.5928,102.363,0.3865,,2.101,2.581,[2216.307],[4656.461]
5155,1360.932,857.6084,101.637,0.4145,,2.095,2.56,[2248.6523],[4710.927]
5156,1361.0844,857.624,100.471,0.4168,,2.088,2.518,[2242.2534],[4681.825]
5157,1361.2368,857.6396,101.185,0.4242,,2.088,2.51,[2247.5457],[4692.8755]
5158,1361.3892,857.6552,102.613,0.439,,2.073,2.496,[2237.3022],[4637.9272]
5159,1361.5416,857.6708,103.327,0.442,,2.065,2.489,[2229.9214],[4604.7876]
5160,1361.694,857.6864,103.714,0.4412,,2.052,2.477,[2214.165],[4543.467]
5161,1361.8464,857.702,103.432,0.4408,,2.052,2.467,[2215.2856],[4545.766]
5162,1361.9988,857.7176,102.866,0.4407,,2.053,2.447,[2217.896],[4553.3403]
5163,1362.1512,857.7332,102.505,0.4021,,2.055,2.428,[2202.794],[4526.7417]
5164,1362.3036,857.7488,104.149,0.3828,,2.056,2.42,[2196.388],[4515.7734]
5165,1362.4561,857.7644,107.436,0.3572,,2.056,2.411,[2170.4546],[4462.4546]
5166,1362.6084,857.78,108.826,0.3572,,2.056,2.406,[2177.6204],[4477.1875]
5167,1362.7607,857.7956,108.826,0.3833,,2.056,2.397,[2190.6543],[4503.9854]
5168,1362.9132,857.8112,108.039,0.3963,,2.056,2.397,[2193.0916],[4508.996]
5169,1363.0656,857.8271,105.206,0.4224,,2.056,2.4,[2223.6855],[4571.8975]
5170,1363.218,857.8429,103.79,0.4248,,2.057,2.402,[2227.8623],[4582.7124]
5171,1363.3704,857.8588,104.809,0.4248,,2.063,2.404,[2237.2988],[4615.5474]
5172,1363.5228,857.8746,106.825,0.4145,,2.066,2.404,[2237.4302],[4622.531]
5173,1363.6752,857.8904,110.856,0.3939,,2.07,2.404,[2224.2993],[4604.2993]
5174,1363.8276,857.9063,112.872,0.3837,,2.071,2.404,[2230.875],[4620.1426]
5175,1363.98,857.9222,112.873,0.3833,,2.08,2.418,[2242.1648],[4663.7026]
5176,1364.1324,857.938,112.798,0.3809,,2.088,2.432,[2250.787],[4699.6436]
5177,1364.2848,857.9539,112.677,0.3761,,2.105,2.459,[2269.5137],[4777.326]
5178,1364.4373,857.9697,112.447,0.3737,,2.108,2.464,[2270.9548],[4787.173]
5179,1364.5896,857.9856,111.985,0.3716,,2.113,2.389,[2273.907],[4804.765]
5180,1364.7419,858.0014,111.755,0.3716,,2.116,2.389,[2276.558],[4817.197]
5181,1364.8944,858.0173,111.293,0.3441,,2.123,2.389,[2269.2764],[4817.6733]
5182,1365.0468,858.0331,111.185,0.3304,,2.127,2.389,[2266.9575],[4821.819]
5183,1365.1992,858.049,110.628,0.3064,,2.129,2.389,[2318.2473],[4935.5483]
5184,1365.3516,858.0648,110.07,0.3064,,2.134,2.389,[2325.188],[4961.951]
5185,1365.504,858.0807,109.792,0.3406,,2.136,2.389,[2329.7598],[4976.3667]
5186,1365.6564,858.0966,109.422,0.4092,,2.142,2.392,[2316.8452],[4962.682]
5187,1365.8088,858.1124,109.751,0.4383,,2.142,2.395,[2333.392],[4998.126]
5188,1365.9612,858.1282,110.409,0.4383,,2.146,2.402,[2341.9468],[5025.8174]
5189,1366.1136,858.1441,110.738,0.4383,,2.149,2.404,[2347.5098],[5044.7983]
5190,1366.266,858.1599,111.396,0.3921,,2.154,2.404,[2333.8208],[5027.0503]
5191,1366.4185,858.1758,111.457,0.369,,2.155,2.404,[2323.724],[5007.6255]
5192,1366.5708,858.1917,113.207,0.3527,,2.156,2.404,[2379.106],[5129.352]
5193,1366.7231,858.2075,114.083,0.3527,,2.157,2.404,[2385.7202],[5145.9985]
5194,1366.8756,858.2233,115.834,0.4292,,2.158,2.393,[2352.7905],[5077.322]
5195,1367.028,858.2392,116.709,0.4674,,2.159,2.381,[2372.1675],[5121.5093]
5196,1367.1804,858.2551,116.401,0.5273,,2.159,2.358,[2401.5315],[5184.9062]
5197,1367.3328,858.2709,116.056,0.5273,,2.159,2.346,[2400.23],[5182.096]
5198,1367.4852,858.2867,115.367,0.4991,,2.157,2.328,[2381.5886],[5137.087]
5199,1367.6376,858.3026,115.022,0.4708,,2.156,2.343,[2363.7324],[5096.207]
5200,1367.79,858.3184,114.069,0.4144,,2.155,2.374,[2331.3965],[5024.159]
5201,1367.9424,858.3343,113.427,0.4024,,2.155,2.39,[2322.5796],[5005.159]
5202,1368.0948,858.3508,112.143,0.4154,,2.142,2.42,[2334.1138],[4999.6714]
5203,1368.2472,858.3672,111.501,0.4283,,2.136,2.428,[2329.6514],[4976.1353]
5204,1368.3997,858.3837,110.372,0.4542,,2.129,2.431,[2328.0105],[4956.3345]
5205,1368.552,858.4002,110.557,0.4709,,2.128,2.433,[2336.204],[4971.4424]
5206,1368.7043,858.4167,110.65,0.4709,,2.134,2.435,[2344.4],[5002.9497]
5207,1368.8568,858.4332,110.835,0.4709,,2.144,2.436,[2358.2207],[5056.0254]
5208,1369.0092,858.4496,110.914,0.4709,,2.145,2.437,[2359.9175],[5062.023]
5209,1369.1616,858.4661,109.702,0.4709,,2.144,2.44,[2352.344],[5043.426]
5210,1369.314,858.4826,109.096,0.4709,,2.143,2.441,[2347.9138],[5031.579]
5211,1369.4664,858.4991,107.883,0.4798,,2.139,2.444,[2341.0261],[5007.4546]
5212,1369.6188,858.5156,107.277,0.4888,,2.138,2.444,[2341.2166],[5005.521]
5213,1369.7712,858.532,106.969,0.5067,,2.138,2.444,[2348.836],[5021.811]
5214,1369.9236,858.5485,107.093,0.5088,,2.138,2.444,[2350.5613],[5025.5]
5215,1370.076,858.565,107.341,0.5088,,2.121,2.444,[2329.9688],[4941.864]
5216,1370.2284,858.5815,107.465,0.4916,,2.112,2.444,[2310.2007],[4879.144]
5217,1370.3807,858.598,107.659,0.4573,,2.111,2.429,[2292.4019],[4839.2603]
5218,1370.5332,858.6144,107.49,0.4401,,2.111,2.421,[2282.7673],[4818.922]
5219,1370.6855,858.6309,107.153,0.4385,,2.133,2.405,[2308.4512],[4923.9263]
5220,1370.838,858.6474,106.984,0.4284,,2.144,2.397,[2316.5645],[4966.7144]
5221,1370.9904,858.6639,106.646,0.4083,,2.148,2.407,[2309.7085],[4961.254]
5222,1371.1428,858.6804,106.574,0.3983,,2.151,2.418,[2308.1191],[4964.764]
5223,1371.2952,858.6968,107.308,0.3963,,2.161,2.439,[2323.7705],[5021.668]
5224,1371.4476,858.7133,107.674,0.3963,,2.169,2.45,[2335.9731],[5066.7256]
5225,1371.6,858.7298,108.408,0.532,,2.179,2.462,[2422.191],[5277.9536]
5226,1371.7524,858.7463,108.88,0.6192,,2.182,2.464,[2363.0215],[5156.113]
5227,1371.9048,858.7628,107.136,0.6192,,2.184,2.465,[2379.549],[5196.935]
5228,1372.0573,858.7792,103.648,0.6192,,2.188,2.467,[2363.286],[5170.8696]
5229,1372.2096,858.7957,101.904,0.5408,,2.188,2.468,[2350.9116],[5143.7944]
5230,1372.3619,858.8122,98.416,0.3839,,2.19,2.471,[2335.738],[5115.2666]
5231,1372.5144,858.8287,98.165,0.3726,,2.195,2.472,[2336.7664],[5129.202]
5232,1372.6667,858.8452,103.601,0.3726,,2.205,2.475,[2349.1855],[5179.954]
5233,1372.8192,858.8616,106.318,0.401,,2.209,2.476,[2382.8909],[5263.806]
5234,1372.9716,858.8781,111.753,0.4576,,2.21,2.478,[2399.4956],[5302.8853]
5235,1373.124,858.8951,112.406,0.4644,,2.21,2.479,[2401.905],[5308.2104]
5236,1373.2764,858.912,109.159,0.4644,,2.209,2.482,[2399.289],[5300.03]
5237,1373.4288,858.929,107.535,0.4372,,2.209,2.483,[2407.7139],[5318.64]
5238,1373.5812,858.9459,104.288,0.3827,,2.208,2.485,[2361.7441],[5214.731]
5239,1373.7336,858.9629,102.665,0.3555,,2.207,2.494,[2338.2207],[5160.453]
5240,1373.886,858.9798,101.278,0.3528,,2.194,2.511,[2312.9207],[5074.548]
5241,1374.0385,858.9968,100.051,0.3528,,2.188,2.52,[2298.8423],[5029.8667]
5242,1374.1908,859.0137,97.597,0.3651,,2.181,2.535,[2283.3752],[4980.0415]
5243,1374.3431,859.0306,96.369,0.3712,,2.18,2.537,[2306.2666],[5027.661]
5244,1374.4956,859.0476,98.955,0.3724,,2.172,2.539,[2282.539],[4957.675]
5245,1374.6479,859.0646,101.778,0.3724,,2.165,2.541,[2288.1465],[4953.837]
5246,1374.8004,859.0815,107.425,0.4491,,2.157,2.543,[2315.9353],[4995.4727]
5247,1374.9528,859.0984,113.073,0.5258,,2.154,2.559,[2351.5898],[5065.3247]
5248,1375.1052,859.1154,113.22,0.5278,,2.153,2.575,[2351.0498],[5061.8105]
5249,1375.2576,859.1323,106.687,0.5278,,2.149,2.607,[2345.1804],[5039.7925]
5250,1375.41,859.1493,103.42,0.522,,2.148,2.622,[2351.1777],[5050.3296]
5251,1375.5624,859.1663,96.887,0.5105,,2.147,2.653,[2310.1738],[4959.9434]
5252,1375.7148,859.1832,96.402,0.5096,,2.147,2.675,[2333.3208],[5009.64]
5253,1375.8672,859.2001,99.609,0.5096,,2.137,2.718,[2310.914],[4938.4233]
5254,1376.0197,859.2171,101.212,0.4833,,2.132,2.74,[2299.2778],[4902.06]
5255,1376.172,859.2341,104.418,0.4306,,2.132,2.772,[2288.98],[4880.1055]
5256,1376.3243,859.251,106.022,0.4242,,2.132,2.778,[2294.016],[4890.8423]
5257,1376.4768,859.2679,104.889,0.4242,,2.129,2.791,[2284.3103],[4863.2964]
5258,1376.6292,859.2849,103.746,0.4242,,2.128,2.797,[2277.1216],[4845.715]
5259,1376.7816,859.3018,101.46,0.4129,,2.127,2.809,[2258.2998],[4803.404]
5260,1376.934,859.3188,100.317,0.4072,,2.127,2.811,[2249.5042],[4784.6953]
5261,1377.0864,859.3358,101.269,0.4067,,2.131,2.849,[2259.296],[4814.5596]
5262,1377.2388,859.3527,102.339,0.4067,,2.135,2.868,[2269.951],[4846.345]
5263,1377.3912,859.3696,104.478,0.4189,,2.139,2.906,[2292.3164],[4903.2646]
5264,1377.5436,859.3866,105.547,0.425,,2.139,2.913,[2300.9497],[4921.7314]
5265,1377.696,859.4036,104.76,0.4262,,2.133,2.951,[2289.791],[4884.124]
5266,1377.8484,859.4205,102.946,0.4262,,2.127,2.97,[2272.7197],[4834.075]
5267,1378.0009,859.4374,99.317,0.4158,,2.121,3.008,[2241.0063],[4753.175]
5268,1378.1532,859.4544,95.689,0.4055,,2.118,3.032,[2258.338],[4783.1597]
5269,1378.3055,859.4713,95.589,0.4053,,2.113,3.045,[2253.8914],[4762.472]
5270,1378.458,859.4883,94.693,0.4053,,2.101,3.07,[2240.3528],[4706.9814]
5271,1378.6104,859.5052,94.246,0.401,,2.1,3.083,[2238.6416],[4701.147]
5272,1378.7628,859.5222,93.351,0.3923,,2.099,3.1,[2234.3052],[4689.8066]
5273,1378.9152,859.5392,93.283,0.3917,,2.099,3.126,[2235.256],[4691.8027]
5274,1379.0676,859.5562,99.331,0.3917,,2.098,3.178,[2235.133],[4689.309]
5275,1379.22,859.5731,102.356,0.4172,,2.098,3.204,[2227.9521],[4674.2437]
5276,1379.3724,859.5901,108.404,0.4681,,2.098,3.243,[2285.0737],[4794.085]
5277,1379.5248,859.607,111.428,0.4744,,2.098,3.264,[2274.7053],[4772.332]
5278,1379.6772,859.624,109.013,0.4744,,2.113,3.304,[2310.6982],[4882.5054]
5279,1379.8296,859.6409,106.569,0.4744,,2.115,3.324,[2300.6228],[4865.8174]
5280,1379.9821,859.6579,101.681,0.4425,,2.121,3.364,[2266.7747],[4807.829]
5281,1380.1344,859.6749,99.237,0.4266,,2.121,3.37,[2271.9902],[4818.8916]
5282,1380.2867,859.6918,100.503,0.4249,,2.145,3.41,[2282.5095],[4895.983]
5283,1380.4392,859.7088,102.027,0.4249,,2.149,3.43,[2295.529],[4933.092]
5284,1380.5916,859.7257,105.074,0.4249,,2.157,3.469,[2321.5986],[5007.6885]
5285,1380.744,859.7427,106.598,0.4249,,2.159,3.477,[2332.079],[5034.9585]
5286,1380.8964,859.7596,109.096,0.4249,,2.164,3.647,[2323.0637],[5027.11]
5287,1381.0488,859.7766,110.125,0.4249,,2.166,3.732,[2324.5068],[5034.8813]
5288,1381.2012,859.7936,112.184,0.358,,2.17,3.902,[2294.3987],[4978.845]
5289,1381.3536,859.8105,114.243,0.3146,,2.171,3.912,[2272.2559],[4933.0674]
5290,1381.506,859.8275,114.305,0.3146,,2.171,3.88,[2270.3235],[4928.872]
5291,1381.6584,859.8444,111.096,0.3146,,2.171,3.815,[2268.2144],[4924.2935]
5292,1381.8108,859.8614,109.491,0.3326,,2.171,3.783,[2275.6118],[4940.353]
5293,1381.9633,859.8784,106.282,0.3577,,2.172,3.737,[2313.0427],[5023.9287]
5294,1382.1156,859.8953,106.032,0.3577,,2.174,3.746,[2314.3193],[5031.33]
5295,1382.2679,859.9123,106.573,0.3577,,2.176,3.763,[2291.362],[4986.004]
5296,1382.4204,859.9293,106.844,0.3775,,2.177,3.771,[2301.87],[5011.1714]
5297,1382.5728,859.9462,107.385,0.407,,2.173,3.784,[2311.01],[5021.825]
5298,1382.7252,859.9631,107.655,0.407,,2.171,3.794,[2307.6914],[5009.998]
5299,1382.8776,859.9801,106.252,0.407,,2.169,3.814,[2303.534],[4996.3647]
5300,1383.03,859.9971,104.846,0.4098,,2.168,3.824,[2326.8848],[5044.686]
5301,1383.1824,860.014,102.032,0.4143,,2.156,3.844,[2299.1484],[4956.964]
5302,1383.3348,860.0311,100.626,0.4143,,2.155,3.847,[2290.5923],[4936.226]
5303,1383.4872,860.048,99.994,0.4143,,2.146,3.847,[2275.7822],[4883.8286]
5304,1383.6396,860.065,99.517,0.4135,,2.142,3.847,[2267.7837],[4857.593]
5305,1383.792,860.082,98.562,0.4121,,2.131,3.847,[2248.0425],[4790.5786]
5306,1383.9445,860.099,98.085,0.4121,,2.126,3.847,[2239.1707],[4760.4766]
5307,1384.0968,860.116,97.041,0.4121,,2.115,3.774,[2219.6812],[4694.6255]
5308,1384.2491,860.1329,96.46,0.4083,,2.109,3.738,[2207.0657],[4654.7017]
5309,1384.4016,860.15,95.297,0.4015,,2.11,3.666,[2198.919],[4639.7188]
5310,1384.554,860.1669,94.134,0.4015,,2.115,3.634,[2199.3218],[4651.5654]
5311,1384.7064,860.1839,94.097,0.4015,,2.118,3.62,[2202.9692],[4665.8887]
5312,1384.8588,860.2009,97.251,0.4537,,2.119,3.593,[2247.0027],[4761.3984]
5313,1385.0112,860.2179,98.827,0.4566,,2.133,3.58,[2274.6025],[4851.727]
5314,1385.1636,860.2349,101.981,0.4503,,2.151,3.561,[2310.817],[4970.5674]
5315,1385.316,860.2519,102.234,0.4474,,2.159,3.512,[2320.9248],[5010.8765]
5316,1385.4684,860.2689,102.544,0.3089,,2.171,3.415,[2267.8284],[4923.4556]
5317,1385.6208,860.2858,102.699,0.2945,,2.175,3.366,[2266.5352],[4929.714]
5318,1385.7732,860.3028,103.008,0.2963,,2.184,3.293,[2280.5881],[4980.8047]
5319,1385.9255,860.3198,103.048,0.2972,,2.188,3.295,[2286.384],[5002.6084]
5320,1386.078,860.3368,102.085,0.3661,,2.195,3.3,[2325.1406],[5103.6836]
5321,1386.2303,860.3538,101.603,0.387,,2.186,3.302,[2321.6655],[5075.161]
5322,1386.3828,860.3708,100.64,0.387,,2.165,3.306,[2289.6602],[4957.1143]
5323,1386.5352,860.3878,100.471,0.387,,2.154,3.244,[2274.666],[4899.631]
5324,1386.6876,860.4047,101.417,0.3233,,2.129,3.122,[2215.5107],[4716.8223]
5325,1386.84,860.4217,101.89,0.3106,,2.12,3.06,[2200.1406],[4664.298]
5326,1386.9924,860.4387,102.836,0.3106,,2.103,2.956,[2183.3518],[4591.589]
