,DEPTH,TVD,GR,NPHI,PHIF,RHOB,RT,VP,AI
560,660.654,629.2639,111.355,,,2.065,1.529,[nan],[nan]
561,660.8064,629.3829,110.513,,,2.027,1.531,[nan],[nan]
562,660.9588,629.5019,108.829,,,1.974,1.535,[nan],[nan]
563,661.1112,629.6209,107.987,,,1.961,1.535,[nan],[nan]
564,661.2636,629.7399,107.061,,,1.962,1.264,[nan],[nan]
565,661.416,629.8589,107.413,,,1.962,1.237,[nan],[nan]
566,661.5684,629.978,108.118,,,1.963,0.907,[nan],[nan]
567,661.7208,630.097,108.47,,,1.963,1.472,[nan],[nan]
568,661.8732,630.2159,109.175,,,1.966,1.523,[nan],[nan]
569,662.0256,630.335,109.527,,,1.968,1.076,[nan],[nan]
570,662.178,630.454,109.985,,,1.968,1.176,[nan],[nan]
571,662.3304,630.5731,109.512,,,1.968,1.226,[nan],[nan]
572,662.4828,630.6921,108.568,0.5243,,1.97,1.326,[2161.5886],[4258.3296]
573,662.6352,630.8111,108.095,0.5518,,1.971,1.376,[2177.1216],[4291.1064]
574,662.7876,630.9301,107.15,0.6066,,1.971,1.476,[2140.9534],[4219.819]
575,662.94,631.0491,106.678,0.6175,,1.971,1.496,[2134.623],[4207.342]
576,663.0924,631.1682,105.733,0.7807,,1.972,1.562,[2127.5806],[4195.589]
577,663.2448,631.2872,105.261,0.7807,,1.972,1.595,[2119.763],[4180.1724]
578,663.3972,631.4062,104.316,0.6675,,1.998,1.628,[2138.4307],[4272.5845]
579,663.5496,631.5252,103.844,0.5786,,2.011,1.652,[2148.3127],[4320.257]
580,663.702,631.6442,103.041,0.4897,,2.024,1.677,[2173.6235],[4399.414]
581,663.8544,631.7632,103.041,0.5487,,2.038,1.731,[2224.3433],[4533.212]
582,664.0068,631.8813,103.041,0.5517,,2.046,1.753,[2234.9468],[4572.701]
583,664.1592,631.9993,102.718,0.4671,,2.061,1.763,[2207.7417],[4550.156]
584,664.3116,632.1174,102.557,0.4248,,2.068,1.767,[2194.4219],[4538.0645]
585,664.464,632.2355,102.235,0.3994,,2.069,1.777,[2181.264],[4513.035]
586,664.6164,632.3536,102.073,0.3994,,2.07,1.778,[2181.7017],[4516.122]
587,664.7688,632.4717,,0.376,,2.073,1.712,[nan],[nan]
588,664.9212,632.5897,,0.3643,,2.074,1.705,[nan],[nan]
589,665.0736,632.7078,,0.4505,,2.074,1.659,[nan],[nan]
590,665.226,632.8259,,0.4634,,2.074,1.642,[nan],[nan]
591,665.3784,632.944,,0.4625,,2.067,1.615,[nan],[nan]
592,665.5308,633.062,,0.4624,,2.066,1.603,[nan],[nan]
593,665.6832,633.1801,,0.3992,,2.065,1.586,[nan],[nan]
594,665.8356,633.2982,,0.3865,,2.065,1.58,[nan],[nan]
595,665.988,633.4162,,0.3865,,2.062,1.567,[nan],[nan]
596,666.1404,633.5343,,0.3865,,2.06,1.561,[nan],[nan]
597,666.2928,633.6523,,0.5197,,2.058,1.56,[nan],[nan]
598,666.4452,633.7704,,0.5863,,2.058,1.56,[nan],[nan]
599,666.5976,633.8885,,0.5996,,2.06,1.56,[nan],[nan]
600,666.75,634.0066,,0.5996,,2.061,1.602,[nan],[nan]
601,666.9024,634.1247,,0.4866,,2.064,1.586,[nan],[nan]
602,667.0548,634.2427,,0.3736,,2.068,1.631,[nan],[nan]
603,667.2072,634.3608,,0.368,,2.07,1.615,[nan],[nan]
604,667.3596,634.4789,,0.4011,,2.074,1.585,[nan],[nan]
605,667.512,634.597,100.482,0.4343,,2.075,1.603,[2197.482],[4559.775]
606,667.6644,634.715,100.37,0.5006,,2.078,1.628,[2234.4695],[4643.2275]
607,667.8168,634.8331,100.314,0.5305,,2.078,1.635,[2249.5679],[4674.602]
608,667.9692,634.9512,100.201,0.5305,,2.075,1.645,[2245.1367],[4658.6587]
609,668.1216,635.0692,100.145,0.49,,2.074,1.646,[2222.7668],[4610.018]
610,668.274,635.1873,100.033,0.4091,,2.072,1.648,[2178.588],[4514.034]
611,668.4264,635.3054,99.976,0.397,,2.072,1.649,[2224.058],[4608.2485]
612,668.5788,635.4235,99.864,0.397,,2.083,1.652,[2241.9453],[4669.972]
613,668.7312,635.5415,99.808,0.397,,2.088,1.653,[2252.441],[4703.0967]
614,668.8836,635.6596,99.752,0.5247,,2.097,1.657,[2268.054],[4756.109]
615,669.036,635.7753,99.391,0.5886,,2.096,1.659,[2297.8867],[4816.3706]
616,669.1884,635.8911,98.669,0.595,,2.09,1.665,[2289.7585],[4785.595]
617,669.3408,636.0068,98.308,0.595,,2.085,1.671,[2281.7834],[4757.5186]
618,669.4932,636.1226,97.586,0.5401,,2.079,1.684,[2241.716],[4660.528]
619,669.6456,636.2383,97.225,0.4853,,2.079,1.69,[2211.7258],[4598.178]
620,669.798,636.354,96.503,0.4304,,2.079,1.697,[2180.0796],[4532.3853]
621,669.9504,636.4698,95.781,0.4326,,2.079,1.709,[2177.4836],[4526.9883]
622,670.1028,636.5855,95.42,0.4348,,2.076,1.716,[2172.9094],[4510.96]
623,670.2552,636.7013,94.698,0.4377,,2.072,1.716,[2165.5598],[4487.04]
624,670.4076,636.817,94.337,0.4377,,2.07,1.712,[2161.1548],[4473.5903]
625,670.56,636.9327,93.904,0.4377,,2.066,1.706,[2153.8323],[4449.8174]
626,670.7124,637.0485,,0.48,,2.068,1.702,[nan],[nan]
627,670.8648,637.1642,,0.5014,,2.074,1.697,[nan],[nan]
628,671.0172,637.28,,0.4954,,2.074,1.694,[nan],[nan]
629,671.1696,637.3958,,0.4834,,2.081,1.687,[nan],[nan]
630,671.322,637.5115,,0.4821,,2.087,1.684,[nan],[nan]
631,671.4744,637.6273,,0.4722,,2.1,1.682,[nan],[nan]
632,671.6268,637.7429,,0.4673,,2.106,1.683,[nan],[nan]
633,671.7792,637.8587,,0.4596,,2.109,1.684,[nan],[nan]
634,671.9316,637.9744,,0.4596,,2.103,1.685,[nan],[nan]
635,672.084,638.0901,,0.4972,,2.09,1.686,[nan],[nan]
636,672.2364,638.2059,,0.516,,2.088,1.686,[nan],[nan]
637,672.3888,638.3217,,0.5874,,2.08,1.68,[nan],[nan]
638,672.5412,638.4374,,0.6421,,2.078,1.677,[nan],[nan]
639,672.6936,638.5532,,0.6517,,2.067,1.671,[nan],[nan]
640,672.846,638.6689,106.33,0.6517,,2.065,1.668,[2238.8906],[4623.309]
641,672.9984,638.7847,105.229,0.6517,,2.064,1.665,[2238.2915],[4619.8335]
642,673.1508,638.9004,104.127,0.6517,,2.072,1.658,[2270.7788],[4705.0537]
643,673.3032,639.0161,103.576,0.5342,,2.074,1.654,[2263.175],[4693.8247]
644,673.4556,639.1319,102.475,0.4688,,2.079,1.65,[2230.413],[4637.029]
645,673.608,639.2476,101.924,0.4688,,2.08,1.653,[2228.8462],[4636.]
646,673.7604,639.3633,100.823,0.513,,2.078,1.659,[2243.185],[4661.339]
647,673.9128,639.4791,100.272,0.5351,,2.076,1.661,[2249.1543],[4669.244]
648,674.0652,639.5938,99.171,0.5494,,2.06,1.668,[2230.537],[4594.9062]
649,674.2176,639.7085,98.62,0.4549,,2.056,1.672,[2174.001],[4469.746]
650,674.37,639.8232,98.18,0.3886,,2.054,1.681,[2207.7583],[4534.7354]
651,674.5224,639.9379,98.071,0.4944,,2.055,1.685,[2190.0005],[4500.451]
652,674.6748,640.0526,97.853,0.6542,,2.058,1.694,[2212.151],[4552.607]
653,674.8272,640.1673,97.744,0.6149,,2.061,1.696,[2264.8083],[4667.77]
654,674.9796,640.282,97.526,0.5364,,2.09,1.694,[2253.6116],[4710.048]
655,675.132,640.3967,97.417,0.5238,,2.098,1.693,[2256.824],[4734.817]
656,675.2844,640.5114,97.199,0.5132,,2.109,1.691,[2264.3516],[4775.5176]
657,675.4368,640.6261,97.09,0.5027,,2.112,1.69,[2262.2317],[4777.8335]
658,675.5892,640.7408,96.871,0.5029,,2.117,1.688,[2267.621],[4800.554]
659,675.7416,640.8555,96.828,0.5126,,2.116,1.688,[2271.1125],[4805.674]
660,675.894,640.9702,97.543,0.5216,,2.114,1.686,[2276.8796],[4813.3237]
661,676.0464,641.085,97.901,0.5216,,2.114,1.69,[2278.7283],[4817.232]
662,676.1988,641.1996,98.617,0.5043,,2.093,1.696,[2246.5635],[4702.057]
663,676.3512,641.3143,99.332,0.5384,,2.08,1.7,[2251.1333],[4682.357]
664,676.5036,641.4291,99.69,0.539,,2.055,1.702,[2221.2278],[4564.623]
665,676.656,641.5438,100.406,0.679,,2.034,1.706,[2183.6016],[4441.4453]
666,676.8084,641.6584,100.764,0.679,,2.033,1.707,[2179.0269],[4429.9614]
667,676.9608,641.7732,101.479,0.5314,,2.036,1.71,[2204.2188],[4487.7896]
668,677.1132,641.8879,101.837,0.5216,,2.037,1.713,[2201.049],[4483.5366]
669,677.2656,642.0026,102.114,0.63,,2.025,1.72,[2174.9102],[4404.1934]
670,677.418,642.1172,102.284,0.7321,,2.017,1.724,[2166.607],[4370.046]
671,677.5704,642.232,102.624,0.6353,,2.004,1.729,[2151.6506],[4311.9077]
672,677.7228,642.3467,102.794,0.5385,,1.997,1.738,[2172.2092],[4337.902]
673,677.8752,642.4614,103.134,0.461,,1.986,1.756,[2115.1768],[4200.7407]
674,678.0276,642.5761,103.304,0.461,,1.982,1.765,[2111.6636],[4185.3174]
675,678.18,642.6908,103.555,0.4521,,1.974,1.763,[2098.9207],[4143.2695]
676,678.3324,642.8055,103.705,0.4434,,1.973,1.754,[2093.3745],[4130.228]
677,678.4848,642.9202,104.003,0.4259,,1.967,1.736,[2077.9058],[4087.2407]
678,678.6372,643.0349,104.152,0.4227,,1.964,1.72,[2073.474],[4072.3032]
679,678.7896,643.1497,104.45,0.4313,,1.958,1.706,[2049.9583],[4013.818]
680,678.942,643.2643,104.6,0.4356,,1.955,1.707,[2048.644],[4005.099]
681,679.0944,643.3776,104.868,0.5032,,1.952,1.709,[2085.0085],[4069.9368]
682,679.2468,643.4907,104.067,0.57,,1.951,1.71,[2123.2634],[4142.487]
683,679.3992,643.6039,102.465,0.5701,,1.951,1.715,[2139.8408],[4174.8296]
684,679.5516,643.7171,100.863,0.4855,,1.955,1.719,[2085.733],[4077.608]
685,679.704,643.8303,100.062,0.4855,,1.957,1.732,[2084.1177],[4078.6184]
686,679.8564,643.9435,98.46,0.492,,1.973,1.748,[2097.6875],[4138.7373]
687,680.0088,644.0567,97.659,0.4952,,1.987,1.744,[2110.9397],[4194.437]
688,680.1612,644.1699,96.056,0.4746,,2.008,1.737,[2113.7266],[4244.363]
689,680.3136,644.2831,95.255,0.4521,,2.029,1.734,[2196.2354],[4456.1616]
690,680.466,644.3964,93.653,0.42,,2.072,1.741,[2238.8643],[4638.927]
691,680.6184,644.5095,93.173,0.4412,,2.076,1.745,[2270.699],[4713.971]
692,680.7708,644.6227,95.148,0.4836,,2.107,1.749,[2292.0469],[4829.3433]
693,680.9232,644.736,96.136,0.4886,,2.113,1.75,[2307.564],[4875.8823]
694,681.0756,644.8492,98.112,0.4422,,2.122,1.753,[2212.602],[4695.1416]
695,681.228,644.9623,99.1,0.419,,2.122,1.753,[2228.5312],[4728.9434]
696,681.3804,645.0755,100.482,0.4851,,2.117,1.769,[2246.0305],[4754.8467]
697,681.5328,645.1887,99.86,0.5521,,2.122,1.777,[2250.7563],[4776.105]
698,681.6852,645.3019,98.616,0.61,,2.131,1.778,[2213.9077],[4717.8374]
699,681.8376,645.4151,97.994,0.6108,,2.133,1.778,[2210.2856],[4714.539]
700,681.99,645.5283,98.011,0.6122,,2.123,1.778,[2209.296],[4690.335]
701,682.1424,645.6415,98.463,0.5939,,2.118,1.765,[2198.2578],[4655.91]
702,682.2948,645.7548,99.367,0.5574,,2.1,1.739,[2286.794],[4802.267]
703,682.4472,645.8679,99.819,0.5488,,2.087,1.726,[2267.9917],[4733.2983]
704,682.5996,645.9811,100.724,0.5881,,2.06,1.728,[2261.517],[4658.725]
705,682.752,646.0944,101.628,0.6133,,2.043,1.734,[2262.4922],[4622.2715]
706,682.9044,646.2076,101.944,0.6147,,1.985,1.667,[2201.392],[4369.763]
707,683.0568,646.3207,101.285,0.6176,,1.914,1.612,[2123.028],[4063.4758]
708,683.2092,646.4339,100.955,0.6178,,1.884,1.6,[2222.8914],[4187.9272]
709,683.3616,646.5471,100.296,0.7219,,1.893,1.631,[2215.87],[4194.642]
710,683.514,646.6603,99.966,0.7689,,1.902,1.604,[2212.3977],[4207.9805]
711,683.6664,646.7736,99.306,0.7172,,1.915,1.575,[2206.197],[4224.867]
712,683.8188,646.8867,98.977,0.6914,,1.914,1.572,[2202.3774],[4215.3506]
713,683.9712,646.9999,98.317,0.6384,,1.913,1.58,[2248.655],[4301.6772]
714,684.1236,647.1121,97.987,0.6303,,1.913,1.585,[2246.8606],[4298.244]
715,684.276,647.2241,97.559,0.5599,,1.916,1.587,[2206.5083],[4227.67]
716,684.4284,647.3362,97.645,0.5752,,1.913,1.588,[2219.9055],[4246.679]
717,684.5808,647.4484,97.817,0.6472,,1.909,1.597,[2191.337],[4183.262]
718,684.7332,647.5604,97.903,0.6626,,1.908,1.605,[2189.9785],[4178.479]
719,684.8856,647.6725,98.075,0.6035,,1.906,1.619,[2248.3975],[4285.446]
720,685.038,647.7847,98.161,0.5739,,1.905,1.623,[2233.675],[4255.151]
721,685.1904,647.8967,98.29,0.5247,,1.905,1.63,[2208.5056],[4207.203]
722,685.3428,648.0088,97.64,0.6412,,1.907,1.632,[2191.5781],[4179.3394]
723,685.4952,648.1209,96.34,0.8744,,1.911,1.645,[2184.4998],[4174.579]
724,685.6476,648.233,95.691,0.991,,1.912,1.652,[2176.7856],[4162.014]
725,685.8,648.3451,94.391,0.9542,,1.921,1.669,[2163.844],[4156.744]
726,685.9524,648.4572,93.092,0.8711,,1.936,1.69,[2151.8347],[4165.952]
727,686.1048,648.5693,92.442,0.7793,,1.936,1.691,[2144.6396],[4152.0225]
728,686.2572,648.6814,92.995,0.6205,,1.959,1.711,[2145.8442],[4203.709]
729,686.4096,648.7935,93.548,0.55,,1.97,1.719,[2149.3057],[4234.1323]
730,686.562,648.9056,94.653,0.409,,1.994,1.743,[2052.886],[4093.4546]
731,686.7144,649.0177,95.206,0.3989,,1.996,1.755,[2052.346],[4096.4824]
732,686.8668,649.1298,96.312,0.394,,2.053,1.76,[2127.7712],[4368.3145]
733,687.0192,649.2419,96.865,0.3916,,2.08,1.757,[2163.731],[4500.56]
734,687.1716,649.3539,97.97,0.3898,,2.111,1.753,[2208.079],[4661.255]
735,687.324,649.4661,98.523,0.3842,,2.115,1.755,[2213.2266],[4680.974]
736,687.4764,649.5781,97.674,0.373,,2.118,1.758,[2207.0576],[4674.5483]
737,687.6288,649.6902,96.328,0.3714,,2.12,1.758,[2201.8765],[4667.978]
738,687.7812,649.8024,93.635,0.3682,,2.125,1.748,[2192.7888],[4659.6763]
739,687.9336,649.9144,92.288,0.365,,2.13,1.744,[2190.6323],[4666.047]
740,688.086,650.0266,91.346,0.3622,,2.139,1.745,[2195.8655],[4696.956]
741,688.2384,650.1387,91.346,0.3622,,2.141,1.747,[2198.421],[4706.8193]
742,688.3908,650.2507,93.264,0.3596,,2.135,1.755,[2199.3367],[4695.584]
743,688.5432,650.3629,95.183,0.359,,2.132,1.761,[2205.0896],[4701.251]
744,688.6956,650.475,99.021,0.3571,,2.127,1.773,[2217.525],[4716.676]
745,688.848,650.587,,0.3552,,2.125,1.774,[nan],[nan]
746,689.0004,650.6992,,0.3517,,2.109,1.777,[nan],[nan]
747,689.1528,650.8118,,0.3808,,2.085,1.768,[nan],[nan]
748,689.3052,650.9246,,0.4098,,2.078,1.759,[nan],[nan]
749,689.4576,651.0373,,0.4487,,2.045,1.727,[nan],[nan]
750,689.61,651.15,,0.4487,,2.029,1.724,[nan],[nan]
751,689.7624,651.2628,,0.4113,,2.013,1.751,[nan],[nan]
752,689.9148,651.3755,,0.3942,,2.007,1.758,[nan],[nan]
753,690.0672,651.4882,,0.3921,,1.998,1.745,[nan],[nan]
754,690.2196,651.601,,0.39,,1.999,1.738,[nan],[nan]
755,690.372,651.7137,,0.412,,2.039,1.736,[nan],[nan]
756,690.5244,651.8264,,0.4287,,2.047,1.738,[nan],[nan]
757,690.6768,651.9391,,0.4565,,2.125,1.743,[nan],[nan]
758,690.8292,652.0519,,0.4522,,2.13,1.743,[nan],[nan]
759,690.9816,652.1646,92.442,0.4435,,2.137,1.728,[2240.0662],[4787.0215]
760,691.134,652.2773,93.083,0.4421,,2.139,1.721,[2245.2207],[4802.527]
761,691.2864,652.39,94.366,0.4528,,2.141,1.716,[2259.8728],[4838.3877]
762,691.4388,652.5027,95.007,0.4581,,2.136,1.718,[2259.4727],[4826.2334]
763,691.5912,652.6155,96.097,0.4671,,2.128,1.722,[2232.6787],[4751.14]
764,691.7436,652.7282,95.712,0.4821,,2.122,1.724,[2230.6184],[4733.372]
765,691.896,652.8409,94.943,0.512,,2.084,1.728,[2220.0283],[4626.539]
766,692.0484,652.9536,94.558,0.5192,,2.063,1.732,[2194.8442],[4527.9634]
767,692.2008,653.0663,93.789,0.5225,,2.047,1.738,[2253.9666],[4613.869]
768,692.3532,653.1791,93.019,0.5229,,2.039,1.734,[2250.6687],[4589.114]
769,692.5056,653.2918,92.634,0.5179,,2.039,1.732,[2249.5913],[4586.917]
770,692.658,653.4045,91.955,0.515,,2.045,1.729,[2246.8843],[4594.8784]
771,692.8104,653.5173,91.467,0.5295,,2.047,1.729,[2245.1477],[4595.8174]
772,692.9628,653.6299,90.493,0.5586,,2.056,1.729,[2240.9973],[4607.49]
773,693.1152,653.7427,90.005,0.5608,,2.06,1.729,[2239.339],[4613.0386]
774,693.2676,653.8554,89.637,0.4699,,2.065,1.709,[2239.0027],[4623.5405]
775,693.42,653.9681,89.757,0.4608,,2.069,1.699,[2291.3047],[4740.7095]
776,693.5724,654.0809,89.995,0.4626,,2.076,1.68,[2297.3682],[4769.3364]
777,693.7248,654.1936,90.114,0.4568,,2.084,1.677,[2298.1514],[4789.3477]
778,693.8772,654.3063,90.352,0.4523,,2.094,1.722,[2178.7476],[4562.298]
779,694.0296,654.4191,90.472,0.4523,,2.098,1.744,[2184.477],[4583.033]
780,694.182,654.5308,90.71,0.4027,,2.103,1.753,[2167.0151],[4557.233]
781,694.3344,654.6425,90.829,0.4027,,2.105,1.743,[2170.177],[4568.2227]
782,694.4868,654.7542,91.068,0.3998,,2.114,1.723,[2181.4229],[4611.5283]
783,694.6392,654.8659,91.187,0.3992,,2.116,1.719,[2184.2822],[4621.941]
784,694.7916,654.9776,91.425,0.3581,,2.109,1.624,[2155.9495],[4546.8975]
785,694.944,655.0892,91.544,0.3401,,2.106,1.577,[2143.7603],[4514.759]
786,695.0964,655.2009,91.711,0.3366,,2.095,1.604,[2261.1748],[4737.161]
787,695.2488,655.3126,90.88,0.375,,2.094,1.676,[2278.5415],[4771.266]
788,695.4012,655.4243,89.219,0.4138,,2.097,1.821,[2292.1633],[4806.666]
789,695.5536,655.5361,87.558,0.3676,,2.109,1.916,[2140.8562],[4515.0654]
790,695.706,655.6478,86.727,0.3399,,2.119,1.792,[2135.4495],[4525.017]
791,695.8584,655.7595,85.066,0.3237,,2.131,1.689,[2134.0952],[4547.757]
792,696.0108,655.8712,84.402,0.3399,,2.137,1.78,[2146.4487],[4586.961]
793,696.1632,655.9828,84.249,0.3623,,2.152,2.321,[2176.0479],[4682.855]
794,696.3156,656.0945,84.173,0.3369,,2.16,2.341,[2173.108],[4693.913]
795,696.468,656.2062,84.021,0.3001,,2.173,2.381,[2224.4746],[4833.7837]
796,696.6204,656.318,83.945,0.3001,,2.19,2.401,[2248.7026],[4924.6587]
797,696.7728,656.4297,83.792,0.2975,,2.217,2.412,[2284.402],[5064.5195]
798,696.9252,656.5413,83.716,0.2975,,2.221,2.409,[2291.0085],[5088.33]
799,697.0776,656.653,84.022,0.2858,,2.243,2.401,[2322.5718],[5209.529]
800,697.23,656.7647,84.373,0.2858,,2.246,2.4,[2329.915],[5232.9893]
801,697.3824,656.8765,85.076,0.3052,,2.248,2.39,[2339.5645],[5259.341]
802,697.5348,656.9882,85.428,0.3289,,2.247,2.385,[2343.25],[5265.2827]
803,697.6872,657.0999,86.131,0.3744,,2.241,2.357,[2305.9531],[5167.6406]
804,697.8396,657.2115,86.482,0.4017,,2.238,2.346,[2317.8384],[5187.3223]
805,697.992,657.3232,87.185,0.4176,,2.217,2.335,[2302.5317],[5104.713]
806,698.1444,657.4349,87.325,0.4079,,2.219,2.329,[2300.8723],[5105.6357]
807,698.2968,657.5466,88.408,0.4012,,2.231,2.32,[2318.506],[5172.587]
808,698.4492,657.6583,88.95,0.4026,,2.236,2.316,[2328.4788],[5206.4785]
809,698.6016,657.7701,90.033,0.4412,,2.242,2.309,[2361.6077],[5294.7246]
810,698.754,657.8817,91.115,0.4595,,2.243,2.316,[2377.8794],[5333.5835]
811,698.9064,657.9934,91.657,0.4575,,2.243,2.316,[2379.6592],[5337.5757]
812,699.0588,658.1051,91.112,0.4211,,2.24,2.33,[2354.316],[5273.6675]
813,699.2112,658.2146,90.513,0.4191,,2.232,2.331,[2339.8574],[5222.562]
814,699.3636,658.3241,89.315,0.4089,,2.223,2.331,[2316.8145],[5150.279]
815,699.516,658.4335,88.715,0.415,,2.222,2.331,[2315.5398],[5145.1294]
816,699.6684,658.543,88.056,0.4238,,2.222,2.311,[2316.649],[5147.5938]
817,699.8208,658.6525,87.761,0.455,,2.222,2.301,[2331.1436],[5179.801]
818,699.9732,658.762,87.17,0.4786,,2.223,2.313,[2371.5854],[5272.0347]
819,700.1256,658.8715,86.875,0.4924,,2.223,2.319,[2381.0422],[5293.057]
820,700.278,658.981,86.284,0.5138,,2.226,2.324,[2398.1213],[5338.2183]
821,700.4304,659.0905,85.989,0.5138,,2.228,2.324,[2402.6982],[5353.2114]
822,700.5828,659.1999,85.398,0.5082,,2.24,2.324,[2417.225],[5414.5845]
823,700.7352,659.3093,85.132,0.5028,,2.243,2.332,[2420.1667],[5428.434]
824,700.8876,659.4188,86.825,0.5021,,2.232,2.339,[2407.4211],[5373.3643]
825,701.04,659.5283,87.672,0.4664,,2.221,2.339,[2376.3174],[5277.801]
826,701.1924,659.6378,89.364,0.4062,,2.198,2.326,[2317.0942],[5092.973]
827,701.3448,659.7473,90.211,0.4062,,2.193,2.313,[2311.5007],[5069.121]
828,701.4972,659.8568,91.903,0.3905,,2.176,2.301,[2260.3984],[4918.6274]
829,701.6496,659.9662,92.75,0.3827,,2.172,2.301,[2255.6882],[4899.3545]
830,701.802,660.0757,92.588,0.4867,,2.153,2.301,[2283.455],[4916.279]
831,701.9544,660.1852,91.419,0.4898,,2.155,2.308,[2281.583],[4916.8115]
832,702.1068,660.2947,90.834,0.4899,,2.156,2.309,[2306.8743],[4973.6206]
833,702.2592,660.4041,89.664,0.4715,,2.177,2.288,[2323.7498],[5058.803]
834,702.4116,660.5136,89.08,0.4715,,2.18,2.287,[2326.868],[5072.5723]
835,702.564,660.6231,89.904,0.41,,2.183,2.295,[2298.2378],[5017.053]
836,702.7164,660.7325,91.021,0.3815,,2.184,2.299,[2261.5542],[4939.2344]
837,702.8688,660.842,93.254,0.3826,,2.191,2.326,[2282.6423],[5001.2695]
838,703.0212,660.9515,94.371,0.3837,,2.192,2.351,[2290.266],[5020.263]
839,703.1736,661.061,96.604,0.3845,,2.209,2.392,[2324.1008],[5133.939]
840,703.326,661.1704,97.721,0.3845,,2.22,2.414,[2344.0627],[5203.8193]
841,703.4784,661.2799,99.955,0.3802,,2.224,2.404,[2319.34],[5158.2124]
842,703.6308,661.3894,101.071,0.3779,,2.225,2.377,[2315.4314],[5151.8345]
843,703.7832,661.4989,103.305,0.393,,2.229,2.323,[2324.2485],[5180.75]
844,703.9356,661.6083,104.422,0.3947,,2.23,2.293,[2322.4277],[5179.0137]
845,704.088,661.7178,104.085,0.4384,,2.233,2.243,[2344.7183],[5235.756]
846,704.2404,661.8264,103.302,0.4603,,2.234,2.25,[2353.7808],[5258.346]
847,704.3928,661.9349,101.735,0.4682,,2.239,2.262,[2361.1636],[5286.6455]
848,704.5452,662.0435,100.952,0.4725,,2.241,2.265,[2363.5144],[5296.6357]
849,704.6976,662.1519,99.386,0.4804,,2.248,2.265,[2374.5125],[5337.904]
850,704.85,662.2605,97.819,0.488,,2.252,2.265,[2382.1072],[5364.5054]
851,705.0024,662.369,97.036,0.491,,2.25,2.265,[2380.219],[5355.4927]
852,705.1548,662.4775,96.097,0.4404,,2.248,2.257,[2351.6553],[5286.521]
853,705.3072,662.5861,95.786,0.4305,,2.247,2.253,[2345.793],[5270.9966]
854,705.4596,662.6946,95.164,0.3911,,2.251,2.256,[2331.8228],[5248.9326]
855,705.612,662.8032,94.853,0.3631,,2.252,2.261,[2319.6726],[5223.903]
856,705.7644,662.9117,94.23,0.3711,,2.249,2.271,[2320.15],[5218.017]
857,705.9168,663.0202,93.919,0.3724,,2.247,2.272,[2318.2876],[5209.1924]
858,706.0692,663.1287,93.297,0.4367,,2.245,2.308,[2348.0967],[5271.4766]
859,706.2216,663.2373,93.173,0.4437,,2.247,2.325,[2353.5332],[5288.389]
860,706.374,663.3458,90.562,0.4271,,2.25,2.342,[2367.456],[5326.7764]
861,706.5264,663.4543,89.257,0.4105,,2.252,2.346,[2354.7783],[5302.961]
862,706.6788,663.5629,86.647,0.4317,,2.247,2.353,[2345.7007],[5270.7896]
863,706.8312,663.6714,85.342,0.4532,,2.246,2.354,[2348.7095],[5275.2017]
864,706.9836,663.7799,82.731,0.5,,2.246,2.537,[2359.255],[5298.8867]
865,707.136,663.8885,81.426,0.5163,,2.251,2.628,[2395.2156],[5391.63]
866,707.2884,663.997,80.381,0.5014,,2.262,3.845,[2403.0269],[5435.647]
867,707.4408,664.1055,79.139,0.4953,,2.261,4.98,[2400.1772],[5426.801]
868,707.5932,664.2141,76.654,0.475,,2.261,6.903,[2391.6],[5407.4077]
869,707.7456,664.3226,75.411,0.4548,,2.259,9.934,[2380.837],[5378.3105]
870,707.898,664.4312,74.168,0.4283,,2.189,15.213,[2279.2234],[4989.2197]
871,708.0504,664.5397,76.605,0.3843,,2.134,20.99,[2188.5864],[4670.4434]
872,708.2028,664.6482,77.823,0.3837,,2.132,23.879,[2187.3135],[4663.352]
873,708.3552,664.7567,80.259,0.374,,2.141,27.675,[2194.9988],[4699.4927]
874,708.5076,664.8652,81.478,0.3692,,2.142,13.543,[2194.373],[4700.347]
875,708.66,664.9738,83.914,0.3323,,2.151,2.897,[2258.362],[4857.737]
876,708.8124,665.0823,85.132,0.2984,,2.157,2.877,[2245.9053],[4844.418]
877,708.9648,665.1909,87.569,0.2764,,2.165,2.83,[2271.5432],[4917.891]
878,709.1172,665.2994,88.787,0.3104,,2.178,2.826,[2297.4204],[5003.7817]
879,709.2696,665.4075,90.843,0.36,,2.198,2.623,[2335.8032],[5134.095]
880,709.422,665.5157,92.899,0.36,,2.208,2.539,[2360.229],[5211.3857]
881,709.5744,665.6238,97.01,0.4386,,2.193,2.478,[2292.0654],[5026.4995]
882,709.7268,665.732,99.066,0.478,,2.191,2.448,[2308.5098],[5057.945]
883,709.8792,665.8401,101.944,0.4687,,2.19,2.402,[2300.9421],[5039.0635]
884,710.0316,665.9483,100.096,0.4582,,2.206,2.381,[2313.9014],[5104.467]
885,710.184,666.0565,96.399,0.4494,,2.228,2.346,[2335.7134],[5203.969]
886,710.3364,666.1646,94.551,0.4494,,2.231,2.344,[2337.909],[5215.8745]
887,710.4888,666.2727,90.854,0.6829,,2.242,2.339,[2393.0571],[5365.2344]
888,710.6412,666.3809,89.006,0.6829,,2.246,2.339,[2384.8677],[5356.413]
889,710.7936,666.489,85.864,0.5818,,2.251,2.339,[2371.2876],[5337.768]
