,DEPTH,CALI,DT-CKS,DT,GR,NPHI,PHIF,RFT,RHOB,RT,SAND,SP,SW,VSH,VP,AI
9015,1373.886,14.797,141.9376,149.12,79.0,0.5562,,,1.9395,,,133.12,,,2147.4225293368354,4164.925995648792
9016,1374.0385,14.891,141.8492,149.12,82.313,0.5107,,,1.9619,,,133.12,,,2148.7607966770347,4215.6538070006745
9017,1374.1908,15.0,142.1251,149.5,84.375,0.4868,,,1.9668,,,133.62,,,2144.5895200777345,4217.978668088888
9018,1374.3431,14.742,142.3842,149.75,87.563,0.4878,,,1.9609,,,133.37,,,2140.6869582439626,4197.673056420586
9019,1374.4956,14.633,142.4189,150.0,83.438,0.5327,,,1.9414,,,133.75,,,2140.1653853526464,4154.917079123627
9020,1374.6479,15.023,141.6968,149.5,83.0,0.5195,,,1.9434,,,133.62,,,2151.0718661254173,4180.393064628136
9021,1374.8004,15.234,140.712,148.0,77.438,0.5488,,,1.9531,,,134.5,,,2166.126556370459,4230.661777247144
9022,1374.9528,15.555,140.5237,147.75,79.688,0.5474,,,1.96,,,134.5,,,2169.0291388570045,4251.297112159728
9023,1375.1052,14.836,140.8687,148.37,82.125,0.5288,,,1.9473,,,134.37,,,2163.716993200051,4213.4061008584595
9024,1375.2576,14.438,141.1259,148.37,85.125,0.5005,,,1.9355,,,134.75,,,2159.7736489191566,4180.241897483028
9025,1375.41,14.563,141.5767,149.0,91.063,0.5176,,,1.9287,,,133.0,,,2152.8966277643144,4152.291725969033
9026,1375.5624,14.508,141.3744,149.37,92.063,0.5332,,,1.9238,,,134.37,,,2155.9773197976438,4147.669167826707
9027,1375.7148,14.508,140.3472,147.37,95.875,0.5283,,,1.9297,,,133.75,,,2171.756900030781,4190.839289989398
9028,1375.8672,14.438,140.8833,148.0,90.75,0.4658,,,1.9365,,,134.0,,,2163.492763159296,4189.603735857977
9029,1376.0197,14.555,142.1565,149.37,88.313,0.4775,,,1.9561,,,134.87,,,2144.1158160196687,4194.104947716074
9030,1376.172,14.859,143.4501,151.0,92.563,0.4658,,,1.9609,,,134.5,,,2124.7806728611554,4166.48242141344
9031,1376.3243,14.695,143.8594,151.5,94.313,0.4839,,,1.9561,,,134.75,,,2118.7353763466276,4144.458269671638
9032,1376.4768,14.859,143.1748,151.12,92.938,0.5185,,,1.9365,,,133.5,,,2128.8662529998296,4122.5494989341705
9033,1376.6292,14.906,141.859,149.37,88.75,0.5151,,,1.9365,,,133.87,,,2148.6123545210385,4160.787824529992
9034,1376.7816,14.484,140.9519,148.37,88.313,0.5225,,,1.9434,,,134.25,,,2162.439811027734,4202.485528751298
9035,1376.934,15.578,140.9284,148.12,87.438,0.5,,,1.9531,,,134.12,,,2162.800400770888,4224.165462745621
9036,1377.0864,15.188,142.1781,149.12,87.75,0.5444,,,1.9551,,,134.75,,,2143.7900773747856,4191.323980275443
9037,1377.2388,14.992,143.657,151.5,89.313,0.5132,,,1.9531,,,134.0,,,2121.7204869933244,4143.932283146662
9038,1377.3912,15.281,144.1401,151.5,91.813,0.5176,,,1.9541,,,134.0,,,2114.609328007959,4132.158087860353
9039,1377.5436,14.508,144.5903,152.12,87.938,0.5513,,,1.9492,,,133.62,,,2108.025227141793,4108.962772744783
9040,1377.696,13.93,145.099,152.37,83.25,0.5908,,,1.9395,,,134.37,,,2100.6347390402416,4074.1810763685485
9041,1377.8484,14.031,145.5526,153.37,83.063,0.5444,,,1.9307,,,134.5,,,2094.088322709453,4043.0563246551415
9042,1378.0009,14.719,145.4484,152.75,84.938,0.5171,,,1.9219,,,134.12,,,2095.5885386157565,4027.5116123656226
9043,1378.1532,13.891,145.9467,153.37,87.75,0.5435,,,1.9219,,,135.25,,,2088.4336542038977,4013.760640014471
9044,1378.3055,14.695,146.8758,154.12,86.875,0.563,,,1.9199,,,135.12,,,2075.222739212314,3984.220137013722
9045,1378.458,14.398,148.3608,155.5,83.438,0.5239,,,1.9102,,,135.87,,,2054.451040975783,3924.412378471941
9046,1378.6104,14.258,149.972,157.5,83.313,0.5181,,,1.9072,,,135.5,,,2032.3793774837968,3876.1539487370974
9047,1378.7628,14.609,150.6047,158.75,84.125,0.5283,,,1.8936,,,134.87,,,2023.8412214227044,3832.345736886033
9048,1378.9152,14.328,149.4748,157.12,92.25,0.5698,,,1.8867,,,134.0,,,2039.13970783035,3847.2448867635217
9049,1379.0676,13.883,148.1812,156.12,93.813,0.5659,,,1.8896,,,133.87,,,2056.941096441384,3886.7958958356394
9050,1379.22,13.867,147.2141,154.37,91.5,0.5659,,,1.9014,,,133.75,,,2070.4538491897174,3936.7609488493285
9051,1379.3724,14.273,147.7563,155.12,85.063,0.541,,,1.916,,,134.12,,,2062.8562030857565,3952.432485112309
9052,1379.5248,13.977,149.0045,156.37,83.063,0.52,,,1.9111,,,135.12,,,2045.5758047575744,3909.2999204722005
9053,1379.6772,13.484,150.3661,157.75,80.625,0.4878,,,1.9014,,,134.12,,,2027.0526401895108,3854.237890056336
9054,1379.8296,13.633,151.1811,159.12,82.313,0.5107,,,1.8916,,,135.0,,,2016.1250315019538,3813.702109589096
9055,1379.9821,13.68,151.2265,158.5,81.25,0.4663,,,1.8848,,,133.75,,,2015.5197667075547,3798.851656290399
9056,1380.1344,14.508,151.9367,159.5,82.875,0.4731,,,1.8896,,,133.37,,,2006.0985923743242,3790.7239001505227
9057,1380.2867,14.32,152.5997,160.12,79.438,0.48,,,1.8965,,,133.75,,,1997.382694723515,3788.0362805431464
9058,1380.4392,14.867,152.8639,160.75,76.813,0.5171,,,1.8965,,,133.62,,,1993.9305486776145,3781.489285567096
9059,1380.5916,14.82,152.6649,160.0,75.063,0.5288,,,1.8936,,,134.75,,,1996.5296541641203,3780.6285531251783
9060,1380.744,14.367,153.0889,160.75,76.188,0.4951,,,1.8867,,,133.87,,,1991.0000006532152,3756.419701232421
9061,1380.8964,13.977,153.807,161.0,75.688,0.5122,,,1.8818,,,133.25,,,1981.704343755486,3729.171234079073
9062,1381.0488,13.219,154.7092,162.75,79.375,0.4927,,,1.8701,,,133.5,,,1970.1478645096736,3684.373521419541
9063,1381.2012,13.242,154.4644,162.12,81.0,0.54,,,1.8623,,,133.87,,,1973.2702163087415,3674.8211238317695
9064,1381.3536,13.188,154.0813,161.75,84.313,0.5581,,,1.8672,,,134.87,,,1978.1764561955279,3693.6510790082893
9065,1381.506,13.406,153.7421,161.5,84.313,0.5464,,,1.8828,,,136.25,,,1982.5408915319877,3732.7279905764262
9066,1381.6584,13.148,153.522,161.0,82.0,0.4736,,,1.8896,,,135.25,,,1985.3832024074727,3751.58009926916
9067,1381.8108,13.188,153.764,161.5,82.0,0.5161,,,1.8887,,,134.12,,,1982.2585260529122,3743.891678156135
9068,1381.9633,12.953,153.6302,161.5,80.625,0.5791,,,1.8818,,,133.62,,,1983.984919631687,3733.4628217629083
9069,1382.1156,12.836,153.159,160.75,80.625,0.6118,,,1.877,,,134.0,,,1990.088731318434,3735.3965486847005
9070,1382.2679,12.766,152.6463,160.75,77.375,0.6118,,,1.8682,,,134.25,,,1996.7729319348061,3730.371191440605
9071,1382.4204,12.93,151.2469,159.12,77.25,0.5337,,,1.8662,,,133.37,,,2015.2479158250515,3760.855660512711
9072,1382.5728,12.727,149.9073,157.37,78.125,0.4766,,,1.8652,,,133.62,,,2033.2565525494756,3792.430121815282
9073,1382.7252,12.703,149.6013,157.37,78.688,0.4399,,,1.8838,,,133.25,,,2037.415450266809,3838.0832252126147
9074,1382.8776,13.648,149.3535,157.12,79.625,0.4468,,,1.8945,,,133.87,,,2040.795830027418,3866.2876999869436
9075,1383.03,13.188,148.9143,156.75,79.188,0.541,,,1.8984,,,131.62,,,2046.8148458542935,3885.673303369791
9076,1383.1824,12.594,148.1273,156.0,79.125,0.5098,,,1.8955,,,133.62,,,2057.6895683645084,3900.3505768349255
9077,1383.3348,13.398,146.9864,155.0,78.25,0.5449,,,1.8965,,,134.12,,,2073.661236685843,3932.6985353747014
9078,1383.4872,12.711,145.9303,153.37,83.375,0.5132,,,1.8984,,,133.5,,,2088.6683574281697,3965.1280097416375
9079,1383.6396,12.789,145.8745,153.75,87.813,0.5464,,,1.8945,,,134.62,,,2089.4673160833454,3958.495830319898
9080,1383.792,13.422,145.8452,153.37,89.75,0.5727,,,1.8877,,,134.12,,,2089.8870857594216,3945.07985178806
9081,1383.9445,13.008,146.1128,154.0,83.188,0.5527,,,1.876,,,134.12,,,2086.05953756276,3913.4476924677374
9082,1384.0968,13.234,146.1881,153.75,80.125,0.54,,,1.873,,,134.25,,,2084.98502956123,3905.1769603681837
9083,1384.2491,13.531,146.895,154.37,80.625,0.4648,,,1.876,,,133.62,,,2074.9514959665066,3892.609006433166
9084,1384.4016,13.406,148.2827,156.0,79.563,0.4927,,,1.8896,,,133.87,,,2055.5331134380476,3884.135371152535
9085,1384.554,13.336,149.4318,157.12,80.438,0.499,,,1.8945,,,134.25,,,2039.726483921093,3864.261823788511
9086,1384.7064,13.586,150.2865,158.0,73.625,0.5205,,,1.8789,,,135.12,,,2028.1262788074778,3810.64646525137
9087,1384.8588,13.531,150.4791,158.75,77.563,0.5566,,,1.8623,,,136.0,,,2025.5304557244165,3772.1453676955807
9088,1385.0112,13.68,149.2928,157.12,75.438,0.5845,,,1.8604,,,134.87,,,2041.6255840871095,3798.2402366356587
9089,1385.1636,13.125,148.1373,156.0,77.313,0.5869,,,1.8721,,,134.12,,,2057.550664147382,3851.9405983503143
9090,1385.316,13.117,147.1318,155.12,74.563,0.5234,,,1.8857,,,134.25,,,2071.6119832694226,3906.43871685115
9091,1385.4684,13.258,146.4365,153.75,83.0,0.4824,,,1.8838,,,134.62,,,2081.448272800839,3921.03225630222
9092,1385.6208,12.836,146.8066,155.0,81.5,0.5127,,,1.8838,,,134.5,,,2076.2009337454856,3911.1473189897456
9093,1385.7732,12.477,146.6691,154.12,84.563,0.5415,,,1.8936,,,134.12,,,2078.147339828226,3935.1798026987285
9094,1385.9257,12.469,147.0038,155.12,76.625,0.5229,,,1.9053,,,133.87,,,2073.4157892517064,3950.479103261276
9095,1386.078,13.117,146.3881,154.37,78.813,0.4976,,,1.915,,,133.37,,,2082.1364578131693,3987.291316712219
9096,1386.2303,12.813,145.3027,153.37,77.375,0.5044,,,1.918,,,134.12,,,2097.689857105202,4023.3691459277775
9097,1386.3828,12.766,143.4995,151.75,81.188,0.5708,,,1.9082,,,132.5,,,2124.049212715027,4053.110707702814
9098,1386.5352,13.125,141.8989,149.12,81.688,0.5591,,,1.8965,,,132.12,,,2148.0081945666952,4073.6975409957377
9099,1386.6876,13.008,142.5164,150.37,82.313,0.4995,,,1.876,,,133.75,,,2138.7012301742116,4012.2035078068207
9100,1386.84,12.953,143.1453,151.0,79.563,0.4644,,,1.8691,,,133.5,,,2129.3049789270062,3979.8839361124674
9101,1386.9924,12.281,143.8555,151.37,81.25,0.4668,,,1.8633,,,134.25,,,2118.7928164025707,3947.94665480291
9102,1387.1448,12.375,144.7068,153.0,80.688,0.5264,,,1.875,,,133.5,,,2106.3281062120095,3949.365199147518
9103,1387.2972,12.641,143.6619,152.0,79.813,0.4873,,,1.8867,,,133.5,,,2121.6481196475893,4002.9135073391067
9104,1387.4496,12.633,141.7371,149.5,81.875,0.5029,,,1.9033,,,133.62,,,2150.4602535257177,4092.9710005354987
9105,1387.6021,12.57,140.4005,148.37,88.0,0.5259,,,1.917,,,133.87,,,2170.932439699289,4161.677486903537
9106,1387.7544,12.523,139.8759,147.37,85.938,0.5645,,,1.9238,,,134.25,,,2179.0744509954898,4192.103428825123
9107,1387.9069,12.313,140.6306,148.37,82.313,0.5273,,,1.9189,,,134.12,,,2167.3803567644595,4158.986166595321
9108,1388.0592,12.398,141.5502,149.5,76.438,0.4722,,,1.915,,,135.87,,,2153.2996774289263,4123.568882276394
9109,1388.2115,12.352,142.2211,150.0,80.875,0.4502,,,1.9102,,,135.75,,,2143.1419107291395,4093.8296778748017
9110,1388.364,12.891,142.5948,150.75,76.875,0.4976,,,1.9043,,,134.87,,,2137.525351555597,4070.4895269673234
9111,1388.5164,12.867,142.0327,150.12,76.875,0.5181,,,1.8838,,,134.12,,,2145.984692257487,4042.6059632746537
9112,1388.6688,13.234,141.2628,149.0,81.625,0.5269,,,1.8643,,,134.0,,,2157.6805783263535,4022.563902173821
9113,1388.8212,13.906,140.9299,149.0,88.25,0.5073,,,1.8643,,,134.62,,,2162.777380811311,4032.0658710465273
9114,1388.9736,12.813,140.6846,148.37,89.875,0.5171,,,1.8809,,,133.87,,,2166.5484352942685,4075.06095194499
9115,1389.126,13.328,141.225,149.0,86.25,0.5049,,,1.8965,,,134.12,,,2158.258098778545,4093.136484333511
9116,1389.2784,14.125,142.0239,150.0,80.063,0.5244,,,1.9023,,,133.75,,,2146.117660478272,4082.5596255278165
9117,1389.4308,13.148,142.0464,150.37,76.688,0.5059,,,1.8955,,,133.75,,,2145.777717703511,4067.3216639070047
9118,1389.5833,12.82,141.3238,149.0,74.625,0.5415,,,1.8926,,,133.62,,,2156.749252425989,4081.8636351414275
9119,1389.7356,13.305,140.7791,149.37,81.625,0.5571,,,1.8906,,,131.0,,,2165.0941084294473,4093.3269213967133
9120,1389.8879,12.82,138.9505,146.75,85.938,0.5879,,,1.8984,,,133.75,,,2193.586924840141,4164.3054181165235
9121,1390.0404,12.906,138.248,146.0,89.25,0.521,,,1.9053,,,134.5,,,2204.733522365604,4200.678780163185
9122,1390.1927,12.586,138.7433,146.37,88.313,0.499,,,1.9131,,,135.37,,,2196.8628395028804,4202.818298252961
9123,1390.3452,13.234,140.0424,148.0,85.75,0.5024,,,1.9229,,,134.37,,,2176.4836935099656,4185.160494250313
9124,1390.4976,13.266,141.1381,149.0,82.625,0.5293,,,1.9287,,,133.5,,,2159.586957738555,4165.195365390351
9125,1390.65,13.188,141.7547,150.0,80.813,0.5234,,,1.9277,,,134.12,,,2150.1932563788005,4144.927540321413
9126,1390.8024,12.359,141.4877,149.5,83.188,0.4604,,,1.918,,,134.12,,,2154.250864209398,4131.853157553625
9127,1390.9548,12.195,141.3204,149.12,82.875,0.4438,,,1.916,,,134.25,,,2156.8011412365095,4132.430986609152
9128,1391.1072,12.125,141.8258,149.75,84.875,0.4175,,,1.9121,,,134.12,,,2149.1153231640506,4109.323409421981
9129,1391.2596,12.492,142.5402,150.37,82.938,0.4819,,,1.9033,,,134.0,,,2138.3441302874558,4069.9103831761145
9130,1391.412,12.289,143.4818,151.5,85.125,0.5039,,,1.8965,,,135.62,,,2124.311236686465,4028.7562603758806
9131,1391.5645,12.242,143.8926,152.12,79.813,0.5723,,,1.8936,,,135.0,,,2118.2465255336274,4011.1116207504765
9132,1391.7168,12.68,143.3851,151.5,77.938,0.5469,,,1.8916,,,134.62,,,2125.7438883119657,4021.0571391309145
9133,1391.8691,12.5,142.7865,150.75,71.875,0.5654,,,1.8916,,,133.87,,,2134.6555871878645,4037.9145087245643
9134,1392.0216,12.148,142.5658,150.5,77.063,0.5312,,,1.8867,,,134.0,,,2137.9601559420285,4033.6894262158253
9135,1392.174,12.172,142.6079,150.75,77.375,0.5312,,,1.8799,,,134.12,,,2137.328997902641,4017.964783157174
9136,1392.3264,12.078,142.2985,150.37,75.938,0.5435,,,1.8701,,,133.87,,,2141.976197921974,4005.7096877338836
9137,1392.4788,12.188,142.1909,150.0,70.25,0.5156,,,1.8809,,,134.5,,,2143.5970937661973,4031.8917736648405
9138,1392.6312,12.094,142.8801,150.75,66.938,0.5396,,,1.9053,,,134.25,,,2133.257185570279,4064.4949156670527
9139,1392.7836,12.359,143.6525,152.0,69.563,0.5444,,,1.9297,,,134.0,,,2121.786951149475,4094.412279633142
9140,1392.936,12.172,143.3129,151.37,71.313,0.5503,,,1.9434,,,133.87,,,2126.814822671232,4133.251926379272
9141,1393.0884,12.813,143.1651,151.0,82.563,0.498,,,1.9268,,,132.25,,,2129.010492082218,4102.177416144018
9142,1393.2408,12.609,143.205,151.75,85.625,0.4644,,,1.8955,,,132.12,,,2128.4173038650883,4034.4149994762747
9143,1393.3932,12.586,142.3107,150.12,90.438,0.4927,,,1.8662,,,133.37,,,2141.7925707624236,3997.013295556835
9144,1393.5457,12.094,142.3973,150.37,84.813,0.5752,,,1.8633,,,134.37,,,2140.490023336117,3988.375060482186
9145,1393.698,12.055,142.7112,151.0,88.125,0.6401,,,1.8818,,,133.75,,,2135.781914804164,4019.1144072784755
9146,1393.8503,12.359,142.4482,150.5,85.75,0.6387,,,1.8848,,,133.62,,,2139.7251772925174,4032.954014160937
9147,1394.0028,12.008,142.4936,150.37,87.813,0.5483,,,1.8975,,,133.87,,,2139.0434377403617,4058.834923112336
9148,1394.1552,12.234,143.0767,151.37,85.813,0.5337,,,1.8984,,,133.5,,,2130.32590212103,4044.2106925865637
9149,1394.3076,12.375,142.5634,151.12,87.063,0.4873,,,1.9063,,,134.37,,,2137.996147678857,4075.6620563202055
9150,1394.46,12.477,141.496,149.12,88.0,0.5366,,,1.9004,,,134.25,,,2154.124498219031,4093.6981964154465
9151,1394.6124,12.141,141.8389,150.0,89.813,0.4922,,,1.8906,,,135.0,,,2148.9168345214184,4062.7421673461936
9152,1394.7648,12.188,142.279,150.37,89.875,0.5146,,,1.8936,,,136.37,,,2142.2697657419576,4056.602028408971
9153,1394.9172,12.375,142.828,150.75,87.375,0.4785,,,1.8896,,,135.0,,,2134.0353432100146,4032.4731845296437
9154,1395.0696,12.211,144.0392,151.75,86.938,0.52,,,1.8916,,,134.5,,,2116.0906197757276,4002.7970163677664
9155,1395.222,11.945,145.8605,154.37,89.0,0.5102,,,1.8926,,,134.0,,,2089.6678675858097,3954.9054061929037
9156,1395.3744,12.477,146.368,154.37,89.75,0.5552,,,1.8916,,,134.5,,,2082.4223874070835,3939.110188019239
9157,1395.5269,11.961,147.0303,155.0,88.25,0.5337,,,1.8779,,,134.37,,,2073.0420872432414,3892.965735634083
9158,1395.6792,12.125,147.557,156.12,84.688,0.5552,,,1.8613,,,133.87,,,2065.6424297051312,3844.7802544101605
9159,1395.8315,12.234,147.407,155.0,82.125,0.5986,,,1.8408,,,133.75,,,2067.744408338817,3806.303906870094
9160,1395.984,12.586,148.9454,157.12,83.625,0.5698,,,1.835,,,133.62,,,2046.3874681594732,3755.1210040726332
9161,1396.1364,12.523,150.0475,158.5,84.938,0.5166,,,1.8418,,,134.0,,,2031.3567370332726,3741.3528382678815
9162,1396.2888,12.313,149.3581,158.12,89.25,0.5107,,,1.8525,,,131.37,,,2040.732976651417,3780.45783924675
9163,1396.4412,12.75,147.2513,155.12,89.25,0.5859,,,1.8643,,,133.87,,,2069.9307917824835,3858.971975120084
9164,1396.5936,12.375,146.0918,154.5,91.875,0.6465,,,1.8604,,,133.62,,,2086.3593986794604,3881.4630253032683
9165,1396.746,12.82,145.2682,153.0,93.0,0.6016,,,1.8691,,,133.5,,,2098.188041154224,3921.7232677213597
9166,1396.8984,13.023,145.6361,154.12,95.063,0.4922,,,1.8857,,,134.87,,,2092.887683754234,3946.558305255359
9167,1397.0508,12.313,145.3639,153.5,94.188,0.5308,,,1.8994,,,134.25,,,2096.806703727679,3982.6746530603536
9168,1397.2032,12.313,144.8019,153.37,91.125,0.519,,,1.9082,,,134.37,,,2104.944755559147,4016.655582557964
9169,1397.3556,12.219,143.372,151.5,85.875,0.6074,,,1.9043,,,134.0,,,2125.938119019055,4048.423960047987
9170,1397.5081,12.406,142.6353,150.75,79.688,0.5264,,,1.9102,,,133.75,,,2136.9184206153736,4081.9415670594867
9171,1397.6604,12.242,142.65,150.75,73.313,0.5444,,,1.9141,,,134.37,,,2136.6982124079914,4089.8540483701363
9172,1397.8127,12.75,142.7283,151.37,72.75,0.5078,,,1.9219,,,134.5,,,2135.5260309272935,4104.267478839165
9173,1397.9652,12.305,141.5685,149.75,79.125,0.5425,,,1.9238,,,135.62,,,2153.021328897318,4141.982432532661
9174,1398.1176,12.242,140.2444,149.0,85.688,0.5034,,,1.9111,,,136.12,,,2173.3488110755225,4153.486912846431
9175,1398.27,12.93,138.1108,146.37,84.813,0.5488,,,1.8955,,,134.75,,,2206.9237163205194,4183.223904285544
9176,1398.4224,12.703,137.1281,144.12,82.5,0.5615,,,1.8779,,,134.0,,,2222.739175996751,4174.081898604299
9177,1398.5748,12.43,139.5236,148.75,78.063,0.5571,,,1.8857,,,134.25,,,2184.5766594325264,4119.456206691915
9178,1398.7272,12.797,135.7169,147.37,78.813,0.502,,,1.8936,,,135.0,,,2245.8514746505407,4252.744352398264
9179,1398.8796,12.313,125.9129,131.75,76.5,0.5156,,,1.8984,,,134.37,,,2420.7209904624547,4595.496728293924
9180,1399.032,12.047,124.0134,132.75,80.188,0.5273,,,1.9033,,,134.0,,,2457.7989152785103,4677.928675449589
9181,1399.1844,12.117,120.8428,131.0,84.25,0.522,,,1.9199,,,134.12,,,2522.2851506254406,4842.535260685783
9182,1399.3368,12.164,113.1983,121.19,79.438,0.4839,,,1.9561,,,133.87,,,2692.6199421722763,5267.03386888319
9183,1399.4893,12.445,109.4855,117.0,74.438,0.4761,,,2.0039,,,133.37,,,2783.930292139142,5578.7179124176255
9184,1399.6416,12.219,110.9312,117.56,69.25,0.4302,,,2.0762,,,132.37,,,2747.6489932498703,5704.66883978538
9185,1399.7939,12.172,123.2151,126.56,71.0,0.4443,,,2.0742,,,134.25,,,2473.722782353786,5130.995795158223
9186,1399.9464,12.688,145.605,157.37,73.938,0.4653,,,1.9971,,,134.0,,,2093.3347069125375,4180.598743175029
9187,1400.0988,12.563,154.573,163.5,70.875,0.5513,,,1.9072,,,134.12,,,1971.8838348223815,3760.776849773246
9188,1400.2512,12.859,157.6036,166.37,75.188,0.5239,,,1.8555,,,134.75,,,1933.965975396501,3588.4738673482075
9189,1400.4036,12.617,157.3631,166.37,74.188,0.5371,,,1.8359,,,133.37,,,1936.921679860145,3555.9945120552406
9190,1400.556,12.5,153.3662,163.0,79.75,0.4829,,,1.8252,,,134.0,,,1987.4000920672222,3627.402648041094
9191,1400.7084,12.953,149.6614,154.75,82.25,0.5024,,,1.833,,,133.87,,,2036.597278924292,3733.082812268227
9192,1400.8608,13.117,155.7327,165.5,81.5,0.4521,,,1.8516,,,134.25,,,1957.1997403242865,3623.9510391844487
9193,1401.0132,13.313,158.551,167.0,82.688,0.4961,,,1.8623,,,134.5,,,1922.4098239683133,3580.10381517619
9194,1401.1656,12.445,159.3114,167.5,82.938,0.5107,,,1.8643,,,134.5,,,1913.234081176865,3566.8422975380295
9195,1401.318,12.281,160.4182,168.5,87.75,0.5605,,,1.8672,,,135.62,,,1900.0337866900388,3547.7430865076403
9196,1401.4705,12.188,161.9248,170.5,88.938,0.561,,,1.8662,,,135.37,,,1882.3552661482368,3512.8513976858394
9197,1401.6228,12.289,162.6743,171.0,86.375,0.5781,,,1.8555,,,135.37,,,1873.6825669451168,3476.6180029666643
9198,1401.7751,12.398,162.9191,171.5,84.688,0.6138,,,1.8418,,,134.62,,,1870.8671972776674,3445.763203946008
9199,1401.9276,12.5,162.5277,170.75,85.063,0.5962,,,1.8438,,,134.37,,,1875.3726287888155,3457.812052960818
9200,1402.08,12.477,162.2985,171.0,89.313,0.583,,,1.8574,,,134.37,,,1878.0210537990185,3488.236305326297
9201,1402.2324,12.688,161.3116,169.37,90.688,0.5337,,,1.8672,,,134.12,,,1889.5107357437407,3528.0944457807127
9202,1402.3848,12.977,161.3987,169.75,84.375,0.5059,,,1.8672,,,134.25,,,1888.49104732566,3526.1904835664723
9203,1402.5372,12.5,161.8727,170.12,77.813,0.4707,,,1.8691,,,134.0,,,1882.9611169764883,3519.4426237407542
9204,1402.6896,12.359,162.5503,171.12,74.125,0.4653,,,1.8633,,,134.12,,,1875.1118884431467,3493.895981736115
9205,1402.842,12.172,162.3805,171.0,78.313,0.5278,,,1.8574,,,132.75,,,1877.0726780617128,3486.474792231825
9206,1402.9944,12.047,161.6438,169.75,85.563,0.5542,,,1.8652,,,132.37,,,1885.627534121321,3517.072476643088
9207,1403.1469,12.289,161.6325,170.37,93.875,0.5654,,,1.877,,,134.5,,,1885.759361514547,3539.5703215628046
9208,1403.2992,12.336,160.7702,169.0,98.438,0.5244,,,1.8799,,,134.0,,,1895.873737794691,3564.053039680239
9209,1403.4517,12.727,160.0603,168.75,95.375,0.584,,,1.8809,,,134.87,,,1904.2823235992935,3581.764622457911
9210,1403.604,12.594,158.9256,167.12,93.063,0.6133,,,1.8926,,,134.5,,,1917.8785544934233,3629.776952234253
9211,1403.7563,12.563,158.6845,167.12,89.313,0.6196,,,1.8965,,,134.5,,,1920.7925159672177,3642.7830065318285
9212,1403.9088,12.211,158.9408,167.0,89.375,0.5718,,,1.9043,,,134.75,,,1917.695141838974,3651.8668586039585
9213,1404.0612,12.125,160.3548,169.0,91.625,0.5376,,,1.8994,,,134.37,,,1900.7850092420058,3610.351046554266
9214,1404.2136,12.234,161.0403,169.5,91.438,0.5649,,,1.8984,,,134.5,,,1892.6939405850585,3593.090176806675
9215,1404.366,12.266,161.339,169.75,88.563,0.6001,,,1.8887,,,134.25,,,1889.189842505532,3568.1128555401983
9216,1404.5184,12.219,161.6721,170.12,78.188,0.5469,,,1.8828,,,134.87,,,1885.2974631986594,3549.638063710436
9217,1404.6708,12.188,161.948,170.37,80.0,0.5674,,,1.8877,,,136.25,,,1882.0856077259366,3552.8130017042504
9218,1404.8232,12.188,162.6905,170.75,81.313,0.5542,,,1.8916,,,135.25,,,1873.4959939271193,3543.905022112539
9219,1404.9756,12.164,164.6101,173.12,86.688,0.6421,,,1.8926,,,134.87,,,1851.6482281463898,3504.4294365898572
9220,1405.1281,12.219,166.2491,174.75,84.688,0.5815,,,1.8838,,,134.5,,,1833.3933837837317,3453.7464563717936
9221,1405.2804,12.125,167.4168,175.75,83.25,0.5376,,,1.8809,,,134.25,,,1820.6058173373283,3424.3774818297807
9222,1405.4327,12.172,168.5848,177.37,83.125,0.5029,,,1.876,,,134.62,,,1807.9921796033807,3391.793328935942
9223,1405.5852,12.266,168.8676,177.0,81.313,0.4771,,,1.8711,,,134.0,,,1804.9643626130767,3377.2688188853276
9224,1405.7375,12.305,170.2021,178.75,83.125,0.4756,,,1.8672,,,134.75,,,1790.8122167705333,3343.80457115394
9225,1405.89,12.383,171.0875,179.75,80.438,0.5029,,,1.8525,,,134.25,,,1781.5445313070798,3300.3112442463653
9226,1406.0424,12.727,171.3006,179.75,79.563,0.5454,,,1.8594,,,134.25,,,1779.3282685524744,3308.482982546471
9227,1406.1948,12.594,171.4792,180.0,80.0,0.6362,,,1.8496,,,131.62,,,1777.4750523678674,3287.6178568596074
9228,1406.3472,12.547,171.3311,180.12,81.438,0.5869,,,1.8574,,,134.0,,,1779.0115162979753,3304.335990371859
9229,1406.4996,12.266,170.2319,178.75,84.5,0.5703,,,1.8496,,,134.25,,,1790.4987255620129,3311.7064427994987
9230,1406.652,12.328,169.0325,177.5,80.938,0.4849,,,1.8555,,,134.12,,,1803.2035259491518,3345.844142398651
9231,1406.8044,12.242,168.2736,176.75,82.125,0.5249,,,1.8672,,,135.12,,,1811.3358245143625,3382.1262515332173
9232,1406.9568,12.375,167.7801,176.37,81.313,0.5195,,,1.8848,,,133.87,,,1816.6635971727278,3424.0475479511574
9233,1407.1093,12.453,167.1842,175.75,82.438,0.5796,,,1.8877,,,133.87,,,1823.1387894310587,3441.5390928090096
9234,1407.2616,12.266,166.4204,175.0,78.125,0.5684,,,1.8857,,,134.12,,,1831.5062336107833,3453.671304719854
9235,1407.4139,12.211,165.6407,174.12,72.188,0.5908,,,1.876,,,134.5,,,1840.1274565973217,3452.0791085765754
9236,1407.5664,12.242,165.206,173.75,69.5,0.5425,,,1.8779,,,134.62,,,1844.9693110419719,3464.667869205719
